Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,Target,Prev_Close,SMA_10,Daily_Return
2020-03-06,70.04965209960938,70.4834806861114,68.15923783954538,68.34585328692468,226176800,0,70.99246215820312,70.25105819702148,-1.3280424849792416
2020-03-09,64.5093002319336,67.39824232728182,63.74101177856693,63.92278272470353,286744800,1,70.04965209960938,69.47526168823242,-7.909178277998441
2020-03-10,69.15534210205078,69.42194089429611,65.28483354397228,67.1679847520732,285290000,0,64.5093002319336,69.40885467529297,7.2021272179562335
2020-03-11,66.75357055664062,68.15684454351525,65.88833894736746,67.2286040262101,255598800,0,69.15534210205078,68.99151229858398,-3.4730094196713246
2020-03-12,60.16131591796875,65.43751995097615,60.10557388089661,62.02992228152743,418474000,1,66.75357055664062,68.37858123779297,-9.875508656242326
2020-03-13,67.369140625,67.8417479064298,61.30526258468153,64.19905949793468,370732000,0,60.16131591796875,68.49030838012695,11.980829536473703
2020-03-16,58.70229721069336,62.79092503008816,58.16667742885537,58.63928094333727,322423600,1,67.369140625,67.11854515075683,-12.864708283202386
2020-03-17,61.28344345092773,62.43465527002972,57.77889942810756,59.98680975751828,324056000,0,58.70229721069336,66.23489532470703,4.397010616075492
2020-03-18,59.783241271972656,60.59030457265709,57.46869089766941,58.1109503450228,300233600,0,61.28344345092773,64.8759765625,-2.4479730486364537
2020-03-19,59.325172424316406,61.278603044823406,58.79924908019055,59.95773528488038,271857200,0,59.783241271972656,63.70924758911133,-0.7662161467163586
2020-03-20,55.55888366699219,61.03382237097015,55.25835444307717,59.906840554892725,401693200,0,59.325172424316406,62.26017074584961,-6.348550882222936
2020-03-23,54.37857818603516,55.37953106884565,51.52841196651316,55.27773981437753,336752800,1,55.55888366699219,61.24709854125977,-2.1244226000499133
2020-03-24,59.83413314819336,60.03044512491102,56.785228864020425,57.28449233521307,287531200,0,54.37857818603516,60.31497764587402,10.03254432930214
2020-03-25,59.504520416259766,62.58977733010226,59.20883946854917,60.77206840473627,303602000,1,59.83413314819336,59.59007263183594,-0.5508774249594839
2020-03-26,62.63582992553711,62.69399424747682,59.70810614809417,59.74688482814629,252087200,0,59.504520416259766,59.837524032592775,5.262305262478351
2020-03-27,60.04256820678711,62.01296235265456,59.875338378207296,61.25679655191656,204216800,1,62.63582992553711,59.10486679077148,-4.140220895664559
2020-03-30,61.75605773925781,61.92813582111078,60.44488273934441,60.76964956297266,167976400,0,60.04256820678711,59.41024284362793,2.8537912078800964
2020-03-31,61.63002395629883,63.6173849288287,61.075018471181984,61.94752021431129,197002000,0,61.75605773925781,59.44490089416504,-0.20408327145996497
2020-04-01,58.38724136352539,60.28008186649483,57.95583869541803,59.74203967177421,176218400,1,61.63002395629883,59.305300903320315,-5.261692896749248
2020-04-02,59.36153030395508,59.41485006682693,57.41537005354861,58.24909322048442,165934000,0,58.38724136352539,59.30893669128418,1.6686675336545775
2020-04-03,58.508419036865234,59.54814697291925,57.91705710849798,58.84530096187596,129880000,1,59.36153030395508,59.60389022827148,-1.4371450040481903
2020-04-06,63.61256408691406,63.76767145670703,60.440055887619486,60.80844236262203,201820400,0,58.508419036865234,60.527288818359374,8.72377878956665
2020-04-07,62.875770568847656,65.84954752102261,62.77155701763157,65.63141650239487,202887200,1,63.61256408691406,60.83145256042481,-1.1582515634171342
2020-04-08,64.48504638671875,64.80011298883151,63.31201906395062,63.677979447206575,168895200,1,62.875770568847656,61.329505157470706,2.5594530346295663
2020-04-09,64.95038604736328,65.45450156620154,64.15302289668575,65.12246785230607,161834800,1,64.48504638671875,61.56096076965332,0.7216241388024791
2020-04-13,66.22520446777344,66.33426997710056,64.4268809310659,65.02793942933454,131022800,1,64.95038604736328,62.17922439575195,1.9627572644149271
2020-04-14,69.56979370117188,69.86063015904438,67.3885424559632,67.86114985093643,194994800,0,66.22520446777344,62.96059799194336,5.050326775549618
2020-04-15,68.9347915649414,69.39527634714266,68.0138220005389,68.44279864460466,131154400,1,69.56979370117188,63.691074752807616,-0.9127555257070874
2020-04-16,69.48255920410156,69.84852712082463,68.43071208726776,69.64978908682404,157125200,0,68.9347915649414,64.80060653686523,0.7946170964252763
2020-04-17,68.53972625732422,69.54553088808427,67.1001005187267,68.99779235427566,215250000,0,69.48255920410156,65.71842613220215,-1.3569346863114506
2020-04-20,67.11709594726562,68.26831182918983,67.09771030256397,67.36430914394938,130015200,0,68.53972625732422,66.57929382324218,-2.0756288181214777
2020-04-21,65.04247283935547,67.19464143835056,64.32993033303205,66.95955078291355,180991600,1,67.11709594726562,66.72228469848633,-3.09105016930441
2020-04-22,66.91592407226562,67.35217124293807,65.97071693829112,66.31243969742793,116862400,0,65.04247283935547,67.12630004882813,2.8803505634499516
2020-04-23,66.6566162109375,68.28528415368396,66.61783752226751,66.86019877924598,124814400,1,66.91592407226562,67.34345703125,-0.3875129349601214
2020-04-24,68.58094024658203,68.59063676429346,67.1340437726702,67.18251896495144,126161200,1,66.6566162109375,67.70651245117188,2.8869212765840535
2020-04-27,68.62942504882812,68.96145871324816,67.84902167998845,68.29738398813116,117087600,0,68.58094024658203,67.94693450927734,0.0706971967310066
2020-04-28,67.5169906616211,69.27410964320943,67.42489960373554,69.0923387140796,112004800,1,68.62942504882812,67.74165420532226,-1.6209291953350413
2020-04-29,69.73458862304688,70.20476992848462,68.80392253083471,69.00750504510519,137280800,1,67.5169906616211,67.8216339111328,3.284503559318641
2020-04-30,71.2057113647461,71.3826376879092,69.88484737820362,70.27504532581419,183064000,0,69.73458862304688,67.99394912719727,2.1096026674100488
2020-05-01,70.0593490600586,72.46599383609758,69.27894575366496,69.37588874776901,240616800,1,71.2057113647461,68.1459114074707,-1.6099302748558197
2020-05-04,71.05061340332031,71.17906454911665,69.39286360998993,70.08359453961356,133568000,1,70.0593490600586,68.53926315307618,1.4148923113915135
2020-05-05,72.11700439453125,72.95072758723038,71.36568312949365,71.51110134148117,147751200,1,71.05061340332031,69.24671630859375,1.5008892114098282
2020-05-06,72.8610610961914,73.49362038525668,72.43450294504117,72.81985643084153,142333600,1,72.11700439453125,69.84123001098632,1.0317354525565703
2020-05-07,73.6147689819336,73.9613510271122,73.1857924344547,73.48874385404358,115215200,1,72.8610610961914,70.53704528808593,1.0344453874301163
2020-05-08,75.366943359375,75.42040745275091,73.94772346356687,74.27579824490549,133838400,1,73.6147689819336,71.21564559936523,2.3801940856072346
2020-05-11,76.5528793334961,77.04862926819315,74.66463023297625,74.8736289600459,145946400,0,75.366943359375,72.00799102783203,1.5735492528417216
2020-05-12,75.67801666259766,77.69019956686239,75.5565080151993,77.2381835420649,162301200,0,76.5528793334961,72.82409362792968,-1.1428213785234287
2020-05-13,74.7642593383789,76.78130706727246,73.68526209938001,75.85783701982658,200622400,1,75.67801666259766,73.32706069946289,-1.207427684439244
2020-05-14,75.22356414794922,75.28431846247351,73.2769935373758,74.00118763637258,158929200,0,74.7642593383789,73.72884597778321,0.6143374035065596
2020-05-15,74.77883911132812,74.82501298410193,72.95620965856679,72.9902356348415,166348400,1,75.22356414794922,74.20079498291015,-0.5912044206605405
2020-05-18,76.54071044921875,76.9149590881701,75.41311427356375,76.10571491448931,135178400,0,74.77883911132812,74.7498046875,2.3561095074872807
2020-05-19,76.09843444824219,77.40586118201702,76.06684101530527,76.55773324993602,101729600,1,76.54071044921875,75.1479476928711,-0.5778310632091554
2020-05-20,77.57842254638672,77.6488922301891,76.91984026254961,76.95872392411307,111504800,0,76.09843444824219,75.61968383789062,1.944833831175763
2020-05-21,77.0000228881836,77.98181472796601,76.76186329555514,77.43988355018321,102688800,1,77.57842254638672,75.95820922851563,-0.7455676968132208
2020-05-22,77.49578094482422,77.57840592683334,76.6354977307433,76.73756083121987,81803200,0,77.0000228881836,76.17109298706055,0.6438414406195081
2020-05-26,76.9708480834961,78.79590239398446,76.91495145206838,78.61607202130844,125522000,1,77.49578094482422,76.21288986206055,-0.6773695999035989
2020-05-27,77.30622100830078,77.4520328550853,76.08627697001077,76.82748410104101,112945200,1,76.9708480834961,76.37571029663086,0.43571421278987277
2020-05-28,77.34026336669922,78.60152387162356,76.7035591643968,76.98059505729395,133560800,0,77.30622100830078,76.6333106994629,0.04403572953692869
2020-05-29,77.26490783691406,78.0449911609041,76.90767216991519,77.58325985255884,153532400,1,77.34026336669922,76.83744506835937,-0.09743376412860716
2020-06-01,78.21511840820312,78.33662705652523,77.08751459195024,77.21874600870194,80791200,1,77.26490783691406,77.18107299804687,1.2298087163900018
2020-06-02,78.57720947265625,78.60151268485856,77.50550233633703,77.94779558300193,87642800,1,78.21511840820312,77.38472290039063,0.4629425510338958
2020-06-03,79.0097885131836,79.27225136733202,78.32447790282927,78.89800262449812,104491200,0,78.57720947265625,77.67585830688476,0.5505146383161907
2020-06-04,78.32933807373047,79.13129219882647,77.95508935441258,78.83238566565588,87560400,1,79.0097885131836,77.75094985961914,-0.8612229601647203
2020-06-05,80.56023406982422,80.62098839416043,78.55048369064991,78.5796445797234,137250400,1,78.32933807373047,78.1069709777832,2.848097597855137
2020-06-08,81.03652954101562,81.07055551560038,79.54440749293843,80.25644625054122,95654400,1,80.56023406982422,78.46104583740234,0.5912290060857917
2020-06-09,83.59551239013672,83.98919920003063,80.68417010070951,80.71576353395018,147712400,1,81.03652954101562,79.1235122680664,3.157813968114098
2020-06-10,85.7462158203125,86.21523738880465,84.10584918729383,84.5457098689179,166651600,0,83.59551239013672,79.96751174926757,2.5727498626224587
2020-06-11,81.62950897216797,85.31365210238673,81.52744586006406,84.88837183058858,201662400,1,85.7462158203125,80.39643630981445,-4.801036184233942
2020-06-12,82.33423614501953,84.52139125719145,81.22122047332958,83.77290143753015,200146000,1,81.62950897216797,80.903369140625,0.863324037746982
2020-06-15,83.35248565673828,84.00620266393342,80.82267515019947,80.98549997370785,138808800,1,82.33423614501953,81.41710586547852,1.236726736524596
2020-06-16,85.56151580810547,85.83370137590062,83.77291228895632,85.41084628969108,165428800,0,83.35248565673828,82.11553649902343,2.6502270855657484
2020-06-17,85.44242858886719,86.36832365901888,85.32091997161581,86.3075693503932,114406400,1,85.56151580810547,82.7588005065918,-0.13918315742017517
2020-06-18,85.47648620605469,85.89447630079682,84.86651034841641,85.39871888231193,96820400,0,85.44242858886719,83.47351531982422,0.03986031032823245
2020-06-19,84.98799133300781,86.65022840110043,83.87740074194414,86.18363944319607,264476000,1,85.47648620605469,83.91629104614258,-0.5714962029081061
2020-06-22,87.21160888671875,87.35498818998958,85.33551521428704,85.38168909015546,135445200,1,84.98799133300781,84.53379898071289,2.6163902909508208
2020-06-23,89.0731201171875,90.49477263698164,88.03786416864946,88.4582867176972,212155600,0,87.21160888671875,85.08155975341796,2.1344764237599456
2020-06-24,87.50080871582031,89.62235242126178,87.12655999609684,88.70131477484408,192623200,1,89.0731201171875,85.25701904296875,-1.7651917877117174
2020-06-25,88.66241455078125,88.70129820159251,86.89568177427711,87.65632697012038,137522400,0,87.50080871582031,85.96030960083007,1.3275372559510057
2020-06-26,85.93819427490234,88.77906661891221,85.78994989080277,88.55792002381165,205256800,1,88.66241455078125,86.32070541381836,-3.07257623163264
2020-06-29,87.91876983642578,88.0135501123518,85.36708901825641,85.84583323984103,130646000,1,85.93819427490234,86.7773338317871,2.3046511254214863
2020-06-30,88.65270233154297,88.93946836335702,87.48622233361435,87.50566045318362,140223200,0,87.91876983642578,87.08645248413086,0.8347847638026318
2020-07-01,88.48502349853516,89.27482970528494,88.43642448943781,88.73047333907931,110737200,0,88.65270233154297,87.39071197509766,-0.1891412541275117
2020-07-02,88.48502349853516,90.03061734729651,88.37081248982172,89.39391322261687,114041600,1,88.48502349853516,87.6915657043457,0.0
2020-07-06,90.85199737548828,91.3210188724847,89.88478608277487,89.91637951083226,118655600,0,88.48502349853516,88.27796630859375,2.674999433087466
2020-07-07,90.57010650634766,92.0111971304832,90.45832063925832,91.23111377416458,112424400,1,90.85199737548828,88.61381607055664,-0.3102748175976555
2020-07-08,92.67950439453124,92.71109782941652,91.46198537616378,91.54947545863833,117092000,1,90.57010650634766,88.97445449829101,2.3290222012002815
2020-07-09,93.07803344726562,93.62724735467384,92.02819721331936,93.57378326638128,125642800,1,92.67950439453124,89.53217697143555,0.4300077512692235
2020-07-10,93.24085998535156,93.29918917048931,92.0597996685609,92.67220049027108,90257200,0,93.07803344726562,89.99002151489258,0.17493551599174761
2020-07-13,92.81072998046876,97.16317034048583,92.59687358818512,94.548302043325,191649200,1,93.24085998535156,90.67727508544922,-0.46131063672125716
2020-07-14,94.34660339355467,94.53858170931154,91.25542322619388,92.19103384207206,170989200,1,92.81072998046876,91.3200584411621,1.6548446644144787
2020-07-15,94.99545288085938,96.47542722006057,93.79494692925732,96.22511971933456,153198000,0,94.34660339355467,91.95433349609375,0.6877295673253903
2020-07-16,93.82654571533205,94.6843964625213,93.22629270528408,93.8654293721476,110577600,0,94.99545288085938,92.48848571777344,-1.2304874918522057
2020-07-17,93.63699340820312,94.43408983970497,93.16310671610417,94.27856262727252,92186800,1,93.82654571533205,93.00368270874023,-0.20202417736235878
2020-07-20,95.61029052734376,95.74881216241435,93.37939358732925,93.72448140194916,90318000,0,93.63699340820312,93.47951202392578,2.1073905166286266
2020-07-21,94.29069519042967,96.47785049123864,94.0403877137668,96.40251573529238,103433200,1,95.61029052734376,93.85157089233398,-1.380181285545512
2020-07-22,94.55558776855467,95.2384656972648,93.90430327124304,93.9917859277632,89001600,0,94.29069519042967,94.03917922973633,0.2809318327646526
2020-07-23,90.2517547607422,94.3660353547066,89.44007797032316,94.2882680485315,197004400,0,94.55558776855467,93.75655136108398,-4.551643228475333
2020-07-24,90.0281753540039,90.37326313898976,86.65509447529368,88.44613797665554,185438800,1,90.2517547607422,93.43528289794922,-0.24772859799901958
2020-07-27,92.16185760498048,92.25420534467249,90.86901149818569,91.09258321042108,121214000,0,90.0281753540039,93.37039566040039,2.3700161006114273
2020-07-28,90.64788055419922,91.90914086643645,90.64301546203014,91.7317355771427,103625600,1,92.16185760498048,93.00052337646484,-1.6427371258838974
2020-07-29,92.38542938232422,92.57012484701184,91.09500850757644,91.13145960816028,90329200,1,90.64788055419922,92.73952102661133,1.916811311529898
2020-07-30,93.50332641601562,93.60782206135195,91.14848849561244,91.55675572597188,158130000,1,92.38542938232422,92.70719909667969,1.2100360859558679
2020-07-31,103.29207611083984,103.44274565146054,98.00887492267536,100.01134253408772,374336800,1,93.50332641601562,93.67270736694336,10.46887856296368
2020-08-03,105.89476776123048,108.51935112132352,104.87895742584206,105.1778638999422,308151200,1,103.29207611083984,94.70115509033204,2.519739895244011
2020-08-04,106.60197448730467,107.6955523863337,105.36015217215363,106.08434642848964,173071600,1,105.89476776123048,95.93228302001953,0.6678391586530275
2020-08-05,106.98834991455078,107.30913448125898,105.85588858029786,106.32248498790057,121776800,1,106.60197448730467,97.17555923461914,0.3624467830960487
2020-08-06,110.72108459472656,111.21684185628432,106.73074554314384,107.32127567476977,202428800,0,106.98834991455078,99.22249221801758,3.4889169551236554
2020-08-07,108.20378112792967,110.69919956892332,107.40524752399855,110.2415021197791,198045600,1,110.72108459472656,101.04005279541016,-2.2735538366617347
2020-08-10,109.7764892578125,110.7965681078349,107.12038961467016,109.65232461053742,212403600,0,108.20378112792967,102.80151596069337,1.453468736017105
2020-08-11,106.51175689697266,109.53790628694745,106.25125778841227,109.03882559792696,187902400,1,109.7764892578125,104.38790359497071,-2.9739813897423417
2020-08-12,110.05158996582033,110.30965211624508,107.41009717699764,107.6048585408266,165598000,1,106.51175689697266,106.1545196533203,3.323420035472413
2020-08-13,111.99922943115234,113.00470146799744,110.94506334020708,111.43441109413642,210082000,0,110.05158996582033,108.00410995483398,1.7697513193011716
2020-08-14,111.8994140625,111.98949137768707,110.08566824114568,111.82394347790164,165565200,0,111.99922943115234,108.86484375,-0.08912147803097348
2020-08-17,111.60726165771484,113.04852095183266,110.97914996990065,113.02417392493486,119561600,1,111.8994140625,109.43609313964843,-0.2610848387659792
2020-08-18,112.53727722167967,112.96332424198891,111.0229840865938,111.35895378278492,105633600,1,111.60726165771484,110.02962341308594,0.8332930583110798
2020-08-19,112.67847442626952,114.0953868249226,112.58353067113144,112.9462768876478,145538000,1,112.53727722167967,110.59863586425782,0.12546705240763512
2020-08-20,115.17877960205078,115.2932039654278,112.70283430500798,112.71987797032756,126907200,1,112.67847442626952,111.04440536499024,2.218973223157472
2020-08-21,121.1142120361328,121.59868597251888,116.1282420708619,116.14041187069935,338054800,1,115.17877960205078,112.33544845581055,5.153234349755453
2020-08-24,122.56275939941406,125.41362769585427,120.69302357078764,125.3284093838819,345937600,0,121.1142120361328,113.6140754699707,1.1960176588104332
2020-08-25,121.55730438232422,121.90301439370454,119.83120611678233,121.43314715380612,211495600,1,122.56275939941406,115.11863021850586,-0.8203593179664126
2020-08-26,123.2103500366211,123.66804740538558,121.8080444692864,122.87681730695134,163022400,0,121.55730438232422,116.43450622558593,1.3598900228140032
2020-08-27,121.73747253417967,124.14768014650426,120.59079194716,123.81414734892694,155552400,0,123.2103500366211,117.40833053588867,-1.1954170262511554
2020-08-28,121.5402603149414,123.13245352128918,121.31627804416574,122.71370987305929,187630000,1,121.73747253417967,118.3724151611328,-0.16199795768134795
2020-08-31,125.66194915771484,127.57064628140904,122.70153764471402,124.24017775703048,225702700,1,121.5402603149414,119.77788391113282,3.391212781750763
2020-09-01,130.6674041748047,131.27118380524524,127.11296048915096,129.28457897882038,151948100,0,125.66194915771484,121.59089660644531,3.98327023465761
2020-09-02,127.9601821899414,134.36793159802133,123.67537209267218,133.9881416796695,200119000,0,130.6674041748047,123.1190673828125,-2.071841865964985
2020-09-03,117.71556854248048,125.46718865430032,117.3455189582064,123.58771983998425,257599600,1,127.9601821899414,123.37274627685547,-8.006094921195118
2020-09-04,117.79347229003906,120.46174167565064,107.98708803912147,116.92677156884038,332607200,0,117.71556854248048,123.0406723022461,0.06617964685824429
2020-09-08,109.86654663085938,115.8750237924831,109.73021220865846,110.9669623042436,231366600,1,117.79347229003906,121.77105102539062,-6.7295118354788634
2020-09-09,114.24877166748048,116.02112702129683,112.24270116526816,114.19034473779914,176940500,0,109.86654663085938,121.04019775390626,3.988680058676053
2020-09-10,110.51902770996094,117.34552021964376,109.55494626315289,117.20918576977876,182274400,0,114.24877166748048,119.77106552124023,-3.2645812318883527
2020-09-11,109.06803131103516,112.21347869736356,107.12038789476668,111.57075280375336,180860300,1,110.51902770996094,118.50412139892578,-1.3128928375425897
2020-09-14,112.3400650024414,112.89514304014192,109.84708398114356,111.71681974711694,140150100,1,109.06803131103516,117.58410186767578,2.999993354675312
2020-09-15,112.51537322998048,115.71924788814476,110.63589683262788,115.23233698136607,184642000,0,112.3400650024414,116.26944427490234,0.15605138517167383
2020-09-16,109.19464874267578,112.9633422314588,109.1070083364972,112.21350262535722,154679000,0,112.51537322998048,114.12216873168946,-2.951351794849555
2020-09-17,107.45148468017578,109.26279366804528,105.86415795625577,106.847719970666,178011000,0,109.19464874267578,112.0712989807129,-1.596382315957512
2020-09-18,104.0430908203125,107.97733077328868,103.31272465792092,107.5099005899726,287104900,1,107.45148468017578,110.7040512084961,-3.172030493583411
2020-09-21,107.19829559326172,107.30541657570868,100.40101679009732,101.803322429643,195713800,1,104.0430908203125,109.64453353881837,3.0325942338625955
2020-09-22,108.8830108642578,109.9055267053134,106.30238909052136,109.73023848769446,183055400,0,107.19829559326172,109.5461799621582,1.571587739965885
2020-09-23,104.3157958984375,109.17516469365748,103.97495231814074,108.69799408278124,150718700,1,108.8830108642578,108.55288238525391,-4.194607523770766
2020-09-24,105.38699340820312,107.36385041762158,102.25128611202057,102.41683403022384,167743300,1,104.3157958984375,108.03967895507813,1.0268794869844555
2020-09-25,109.3406982421875,109.49651327893982,104.85137965372228,105.591486218956,149981400,1,105.38699340820312,108.06694564819335,3.7516060626857417
2020-09-28,111.9505386352539,112.30111503190352,109.82760709095112,111.99923269077128,137672400,0,109.3406982421875,108.0279930114746,2.386888354495098
2020-09-29,111.10330200195312,112.29136553440426,110.59691804254352,111.551266472934,99382200,1,111.9505386352539,107.88678588867188,-0.7567954952509504
2020-09-30,112.7783203125,114.19036663111396,110.64565524386629,110.81120319615036,142675200,1,111.10330200195312,108.24515304565429,1.507622438185896
2020-10-01,113.73263549804688,114.6382899624058,112.7977675718812,114.56038244447451,116120400,0,112.7783203125,108.8732681274414,0.8461867342079099
2020-10-02,110.06131744384766,112.34980421996084,109.28226459701013,109.93472330652476,144712000,1,113.73263549804688,109.47509078979492,-3.228025129394163
2020-10-05,113.45022583007812,113.59630056815382,110.57745484315866,110.9280312426724,106243800,0,110.06131744384766,110.10028381347657,3.079109413677017
2020-10-06,110.19767761230467,113.0801892267211,109.31149621483338,112.6711784272963,161498200,1,113.45022583007812,110.23175048828125,-2.866938513322137
2020-10-07,112.06739044189452,112.52508777827477,111.14225547291966,111.61943340172876,96849000,0,110.19767761230467,111.00690994262695,1.6966898668843378
2020-10-08,111.96027374267578,113.35283896768824,111.59021676910432,113.20676423757683,83477200,1,112.06739044189452,111.66423797607422,-0.09558239805206314
2020-10-09,113.9079360961914,113.93714956117776,111.91159845252474,112.26217489170202,100506900,1,111.96027374267578,112.1209617614746,1.739601278567826
2020-10-12,121.1434326171875,121.90301242749467,116.15746235896894,116.91704216927612,240226800,0,113.9079360961914,113.04025115966797,6.352056554589813
2020-10-13,117.92980194091795,122.10749776807862,116.5177635009862,121.99063649380032,262330500,1,121.1434326171875,113.72290115356445,-2.6527485698911946
2020-10-14,118.01744842529295,119.809276699368,116.48854872829668,117.83241993385298,150712000,0,117.92980194091795,114.24681396484375,0.0743208950854557
2020-10-15,117.55001831054688,118.02718887052616,115.05703709797092,115.61211517826072,112559200,0,118.01744842529295,114.62855224609375,-0.39606865000303415
2020-10-16,115.90426635742188,118.36804173088584,115.69976467276356,118.10510568656042,115393800,0,117.55001831054688,115.21284713745118,-1.4000439785361918
2020-10-19,112.94384765625,117.26761109070254,112.63222499944558,116.81965398590056,120639300,1,115.90426635742188,115.16220932006836,-2.554193037245611
2020-10-20,114.4337921142578,115.8653112278617,112.60300253020056,113.15808061203984,124423700,0,112.94384765625,115.58582077026367,1.3191904551919542
2020-10-21,113.81053924560548,115.60236752064498,113.40152850485114,113.6157704572297,89946000,0,114.4337921142578,115.76013565063477,-0.5446405796200704
2020-10-22,112.71986389160156,114.94991651803686,111.5902271321482,114.37535784081967,101988000,0,113.81053924560548,115.83609466552734,-0.9583254426465904
2020-10-23,112.02845001220705,113.49892286939378,111.28834343492714,113.34310783010538,82572600,1,112.71986389160156,115.64814605712891,-0.6133913362949217
2020-10-26,112.03820037841795,113.49893306950727,109.92500143875908,111.02542482103556,111850700,1,112.02845001220705,114.73762283325195,0.00870347327830423
