"Date","Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA"
"09 Mar 21","0.049"
"08 Mar 21","0.0491"
"05 Mar 21","0.0488"
"04 Mar 21","0.0494"
"03 Mar 21","0.049"
"02 Mar 21","0.0491"
"01 Mar 21","0.0488"
"26 Feb 21","0.0512"
"25 Feb 21","0.0491"
"24 Feb 21","0.049"
"23 Feb 21","0.0486"
"22 Feb 21","0.049"
"19 Feb 21","0.0489"
"18 Feb 21","0.049"
"17 Feb 21","0.0487"
"16 Feb 21","0.0483"
"15 Feb 21","0.048"
"12 Feb 21","0.0481"
"11 Feb 21","0.0484"
"10 Feb 21","0.0483"
"09 Feb 21","0.0482"
"08 Feb 21","0.048"
"05 Feb 21","0.0482"
"04 Feb 21","0.0484"
"03 Feb 21","0.0486"
"02 Feb 21","0.0485"
"01 Feb 21","0.048"
"29 Jan 21","0.0529"
"28 Jan 21","0.0487"
"27 Jan 21","0.0489"
"26 Jan 21","0.0489"
"25 Jan 21","0.0493"
"22 Jan 21","0.0496"
"21 Jan 21","0.0494"
"20 Jan 21","0.0492"
"19 Jan 21","0.05"
"18 Jan 21","0.0495"
"15 Jan 21","0.0498"
"14 Jan 21","0.05"
"13 Jan 21","0.0496"
"12 Jan 21","0.0487"
"11 Jan 21","0.0488"
"08 Jan 21","0.0497"
"07 Jan 21","0.0491"
"06 Jan 21","0.0488"
"05 Jan 21","0.0485"
"04 Jan 21","0.0479"
"31 Dec 20","0.0394"
"30 Dec 20","0.048"
"29 Dec 20","0.0483"
"24 Dec 20","0.0474"
"23 Dec 20","0.0478"
"22 Dec 20","0.048"
"21 Dec 20","0.0477"
"18 Dec 20","0.0483"
"17 Dec 20","0.0487"
"16 Dec 20","0.0478"
"15 Dec 20","0.0491"
"14 Dec 20","0.0494"
"11 Dec 20","0.0502"
"10 Dec 20","0.0508"
"09 Dec 20","0.0514"
"08 Dec 20","0.051"
"07 Dec 20","0.051"
"04 Dec 20","0.0513"
"03 Dec 20","0.0519"
"02 Dec 20","0.0523"
"01 Dec 20","0.0528"
"30 Nov 20","0.054"
"27 Nov 20","0.0542"
"26 Nov 20","0.0535"
"25 Nov 20","0.0535"
"24 Nov 20","0.0536"
"23 Nov 20","0.0536"
"20 Nov 20","0.0543"
"19 Nov 20","0.0536"
"18 Nov 20","0.0538"
"17 Nov 20","0.0533"
"16 Nov 20","0.0539"
"13 Nov 20","0.0536"
"12 Nov 20","0.0542"
"11 Nov 20","0.0535"
"10 Nov 20","0.0533"
"09 Nov 20","0.0532"
"06 Nov 20","0.0534"
"05 Nov 20","0.0533"
"04 Nov 20","0.0537"
"03 Nov 20","0.0533"
"02 Nov 20","0.0539"
"30 Oct 20","0.0547"
"29 Oct 20","0.0543"
"28 Oct 20","0.054"
"27 Oct 20","0.0542"
"26 Oct 20","0.0541"
"23 Oct 20","0.0538"
"22 Oct 20","0.0543"
"21 Oct 20","0.0536"
"20 Oct 20","0.0533"
"19 Oct 20","0.0535"
"16 Oct 20","0.0533"
"15 Oct 20","0.0534"
"14 Oct 20","0.0538"
"13 Oct 20","0.0531"
"12 Oct 20","0.0542"
"09 Oct 20","0.0538"
"08 Oct 20","0.0539"
"07 Oct 20","0.054"
"06 Oct 20","0.0537"
"05 Oct 20","0.0539"
"02 Oct 20","0.0539"
"01 Oct 20","0.0538"
"30 Sep 20","0.0509"
"29 Sep 20","0.0533"
"28 Sep 20","0.0541"
"25 Sep 20","0.0541"
"24 Sep 20","0.0539"
"23 Sep 20","0.0539"
"22 Sep 20","0.0541"
"21 Sep 20","0.0538"
"18 Sep 20","0.054"
"17 Sep 20","0.0546"
"16 Sep 20","0.0558"
"15 Sep 20","0.0556"
"14 Sep 20","0.0557"
"11 Sep 20","0.0569"
"10 Sep 20","0.0552"
"09 Sep 20","0.055"
"08 Sep 20","0.0557"
"07 Sep 20","0.0556"
"04 Sep 20","0.056"
"03 Sep 20","0.0561"
"02 Sep 20","0.0547"
"01 Sep 20","0.0552"
"28 Aug 20","0.0545"
"27 Aug 20","0.0559"
"26 Aug 20","0.0547"
"25 Aug 20","0.0553"
"24 Aug 20","0.0545"
"21 Aug 20","0.0556"
"20 Aug 20","0.0557"
"19 Aug 20","0.0562"
"18 Aug 20","0.0553"
"17 Aug 20","0.0563"
"14 Aug 20","0.0568"
"13 Aug 20","0.0571"
"12 Aug 20","0.0563"
"11 Aug 20","0.0561"
"10 Aug 20","0.0572"
"07 Aug 20","0.0584"
"06 Aug 20","0.0573"
"05 Aug 20","0.0572"
"04 Aug 20","0.0568"
"03 Aug 20","0.0574"
"31 Jul 20","0.0603"
"30 Jul 20","0.0601"
"29 Jul 20","0.0591"
"28 Jul 20","0.0598"
"27 Jul 20","0.0584"
"24 Jul 20","0.0588"
"23 Jul 20","0.0584"
"22 Jul 20","0.0587"
"21 Jul 20","0.0602"
"20 Jul 20","0.0601"
"17 Jul 20","0.06"
"16 Jul 20","0.0618"
"15 Jul 20","0.0609"
"14 Jul 20","0.0605"
"13 Jul 20","0.0599"
"10 Jul 20","0.0599"
"09 Jul 20","0.0594"
"08 Jul 20","0.0596"
"07 Jul 20","0.059"
"06 Jul 20","0.0592"
"03 Jul 20","0.0608"
"02 Jul 20","0.0608"
"01 Jul 20","0.0611"
"30 Jun 20","0.0603"
"29 Jun 20","0.0619"
"26 Jun 20","0.0633"
"25 Jun 20","0.063"
"24 Jun 20","0.0626"
"23 Jun 20","0.0621"
"22 Jun 20","0.0636"
"19 Jun 20","0.0637"
"18 Jun 20","0.0624"
"17 Jun 20","0.0636"
"16 Jun 20","0.0627"
"15 Jun 20","0.0634"
"12 Jun 20","0.0651"
"11 Jun 20","0.0651"
"10 Jun 20","0.0657"
"09 Jun 20","0.066"
"08 Jun 20","0.066"
"05 Jun 20","0.0679"
"04 Jun 20","0.0693"
"03 Jun 20","0.0685"
"02 Jun 20","0.0686"
"01 Jun 20","0.0665"
"29 May 20","0.0679"
"28 May 20","0.068"
"27 May 20","0.0677"
"26 May 20","0.0671"
"22 May 20","0.0683"
"21 May 20","0.0683"
"20 May 20","0.0688"
"19 May 20","0.068"
"18 May 20","0.0683"
"15 May 20","0.0675"
"14 May 20","0.0672"
"13 May 20","0.0684"
"12 May 20","0.0667"
"11 May 20","0.0667"
"07 May 20","0.0674"
"06 May 20","0.0668"
"05 May 20","0.0665"
"04 May 20","0.0659"
"01 May 20","0.0658"
"30 Apr 20","0.0666"
"29 Apr 20","0.0673"
"28 Apr 20","0.0665"
"27 Apr 20","0.0652"
"24 Apr 20","0.0662"
"23 Apr 20","0.0673"
"22 Apr 20","0.0683"
"21 Apr 20","0.0672"
"20 Apr 20","0.0661"
"17 Apr 20","0.0643"
"16 Apr 20","0.0632"
"15 Apr 20","0.0634"
"14 Apr 20","0.0635"
"09 Apr 20","0.066"
"08 Apr 20","0.0641"
"07 Apr 20","0.0661"
"06 Apr 20","0.0657"
"03 Apr 20","0.064"
"02 Apr 20","0.0653"
"01 Apr 20","0.0712"
"31 Mar 20","0.0729"
"30 Mar 20","0.0714"
"27 Mar 20","0.071"
"26 Mar 20","0.0729"
"25 Mar 20","0.075"
"24 Mar 20","0.0736"
"23 Mar 20","0.0723"
"20 Mar 20","0.0706"
"19 Mar 20","0.2134"
"18 Mar 20","0.2148"
"17 Mar 20","0.2135"
"16 Mar 20","0.2096"
"13 Mar 20","0.2093"
"12 Mar 20","0.2093"
"11 Mar 20","0.2092"
"10 Mar 20","0.7091"
"09 Mar 20","0.7091"
"06 Mar 20","0.7087"
"05 Mar 20","0.7089"
"04 Mar 20","0.71"
"03 Mar 20","0.7098"
"02 Mar 20","0.7089"
"28 Feb 20","0.7098"
"27 Feb 20","0.7106"
"26 Feb 20","0.7114"
"25 Feb 20","0.7109"
"24 Feb 20","0.7105"
"21 Feb 20","0.7112"
"20 Feb 20","0.711"
"19 Feb 20","0.7102"
"18 Feb 20","0.7095"
"17 Feb 20","0.7092"
"14 Feb 20","0.7103"
"13 Feb 20","0.7106"
"12 Feb 20","0.7098"
"11 Feb 20","0.7097"
"10 Feb 20","0.7095"
"07 Feb 20","0.7112"
"06 Feb 20","0.7107"
"05 Feb 20","0.7107"
"04 Feb 20","0.7104"
"03 Feb 20","0.7104"
"31 Jan 20","0.7117"
"30 Jan 20","0.7099"
"29 Jan 20","0.7103"
"28 Jan 20","0.7096"
"27 Jan 20","0.7089"
"24 Jan 20","0.7106"
"23 Jan 20","0.7104"
"22 Jan 20","0.7117"
"21 Jan 20","0.7117"
"20 Jan 20","0.7117"
"17 Jan 20","0.712"
"16 Jan 20","0.7117"
"15 Jan 20","0.7125"
"14 Jan 20","0.7111"
"13 Jan 20","0.7107"
"10 Jan 20","0.7117"
"09 Jan 20","0.7123"
"08 Jan 20","0.7124"
"07 Jan 20","0.712"
"06 Jan 20","0.7124"
"03 Jan 20","0.711"
"02 Jan 20","0.7125"
"31 Dec 19","0.7098"
"30 Dec 19","0.7107"
"27 Dec 19","0.71"
"24 Dec 19","0.7094"
"23 Dec 19","0.7102"
"20 Dec 19","0.7108"
"19 Dec 19","0.7113"
"18 Dec 19","0.7106"
"17 Dec 19","0.7104"
"16 Dec 19","0.7111"
"13 Dec 19","0.7113"
"12 Dec 19","0.7104"
"11 Dec 19","0.7098"
"10 Dec 19","0.7103"
"09 Dec 19","0.7095"
"06 Dec 19","0.7086"
"05 Dec 19","0.7097"
"04 Dec 19","0.7091"
"03 Dec 19","0.7092"
"02 Dec 19","0.7091"
"29 Nov 19","0.7123"
"28 Nov 19","0.71"
"27 Nov 19","0.7105"
"26 Nov 19","0.7097"
"25 Nov 19","0.7097"
"22 Nov 19","0.7104"
"21 Nov 19","0.7107"
"20 Nov 19","0.7108"
"19 Nov 19","0.7106"
"18 Nov 19","0.7099"
"15 Nov 19","0.7085"
"14 Nov 19","0.7091"
"13 Nov 19","0.7109"
"12 Nov 19","0.7103"
"11 Nov 19","0.7112"
"08 Nov 19","0.71"
"07 Nov 19","0.7108"
"06 Nov 19","0.7115"
"05 Nov 19","0.7105"
"04 Nov 19","0.7117"
"01 Nov 19","0.7119"
"31 Oct 19","0.7106"
"30 Oct 19","0.7107"
"29 Oct 19","0.7107"
"28 Oct 19","0.7106"
"25 Oct 19","0.7097"
"24 Oct 19","0.7108"
"23 Oct 19","0.7124"
"22 Oct 19","0.7116"
"21 Oct 19","0.7111"
"18 Oct 19","0.7101"
"17 Oct 19","0.7107"
"16 Oct 19","0.7109"
"15 Oct 19","0.7111"
"14 Oct 19","0.7106"
"11 Oct 19","0.7108"
"10 Oct 19","0.7115"
"09 Oct 19","0.7112"
"08 Oct 19","0.7107"
"07 Oct 19","0.7111"
"04 Oct 19","0.7118"
"03 Oct 19","0.7098"
"02 Oct 19","0.7098"
"01 Oct 19","0.7108"
"30 Sep 19","0.7101"
"27 Sep 19","0.7109"
"26 Sep 19","0.7109"
"25 Sep 19","0.7099"
"24 Sep 19","0.7105"
"23 Sep 19","0.7099"
"20 Sep 19","0.7093"
"19 Sep 19","0.7104"
"18 Sep 19","0.7104"
"17 Sep 19","0.711"
"16 Sep 19","0.7099"
"13 Sep 19","0.708"
"12 Sep 19","0.7096"
"11 Sep 19","0.7091"
"10 Sep 19","0.7087"
"09 Sep 19","0.7096"
"06 Sep 19","0.7098"
"05 Sep 19","0.7099"
"04 Sep 19","0.7095"
"03 Sep 19","0.7099"
"02 Sep 19","0.7091"
"30 Aug 19","0.7103"
"29 Aug 19","0.7101"
"28 Aug 19","0.7113"
"27 Aug 19","0.7107"
"23 Aug 19","0.7116"
"22 Aug 19","0.711"
"21 Aug 19","0.7127"
"20 Aug 19","0.7102"
"19 Aug 19","0.71"
"16 Aug 19","0.7112"
"15 Aug 19","0.7098"
"14 Aug 19","0.71"
"13 Aug 19","0.7094"
"12 Aug 19","0.709"
"09 Aug 19","0.7099"
"08 Aug 19","0.7092"
"07 Aug 19","0.7098"
"06 Aug 19","0.7096"
"05 Aug 19","0.7092"
"02 Aug 19","0.7083"
"01 Aug 19","0.7087"
"31 Jul 19","0.7081"
"30 Jul 19","0.7092"
"29 Jul 19","0.7087"
"26 Jul 19","0.7097"
"25 Jul 19","0.7091"
"24 Jul 19","0.7095"
"23 Jul 19","0.7095"
"22 Jul 19","0.7076"
"19 Jul 19","0.7094"
"18 Jul 19","0.7096"
"17 Jul 19","0.7093"
"16 Jul 19","0.7087"
"15 Jul 19","0.7095"
"12 Jul 19","0.71"
"11 Jul 19","0.709"
"10 Jul 19","0.709"
"09 Jul 19","0.7089"
"08 Jul 19","0.7088"
"05 Jul 19","0.7077"
"04 Jul 19","0.7093"
"03 Jul 19","0.7089"
"02 Jul 19","0.7082"
"01 Jul 19","0.7093"
"28 Jun 19","0.706"
"27 Jun 19","0.7086"
"26 Jun 19","0.7084"
"25 Jun 19","0.71"
"24 Jun 19","0.7085"
"21 Jun 19","0.7094"
"20 Jun 19","0.7092"
"19 Jun 19","0.7089"
"18 Jun 19","0.7082"
"17 Jun 19","0.708"
"14 Jun 19","0.7078"
"13 Jun 19","0.7083"
"12 Jun 19","0.7086"
"11 Jun 19","0.7082"
"10 Jun 19","0.7082"
"07 Jun 19","0.709"
"06 Jun 19","0.7092"
"05 Jun 19","0.7094"
"04 Jun 19","0.7084"
"03 Jun 19","0.7084"
"31 May 19","0.7078"
"30 May 19","0.7085"
"29 May 19","0.7073"
"28 May 19","0.7082"
"24 May 19","0.7086"
"23 May 19","0.71"
"22 May 19","0.7106"
"21 May 19","0.7093"
"20 May 19","0.7096"
"17 May 19","0.7094"
"16 May 19","0.71"
"15 May 19","0.7096"
"14 May 19","0.7095"
"13 May 19","0.7096"
"10 May 19","0.7098"
"09 May 19","0.7103"
"08 May 19","0.7092"
"07 May 19","0.7094"
"03 May 19","0.7098"
"02 May 19","0.7107"
"01 May 19","0.7103"
"30 Apr 19","0.7109"
"29 Apr 19","0.7097"
"26 Apr 19","0.7107"
"25 Apr 19","0.7096"
"24 Apr 19","0.7087"
"23 Apr 19","0.7092"
"18 Apr 19","0.7087"
"17 Apr 19","0.7084"
"16 Apr 19","0.7081"
"15 Apr 19","0.7082"
"12 Apr 19","0.7074"
"11 Apr 19","0.7075"
"10 Apr 19","0.7081"
"09 Apr 19","0.7072"
"08 Apr 19","0.7079"
"05 Apr 19","0.7076"
"04 Apr 19","0.7068"
"03 Apr 19","0.7064"
"02 Apr 19","0.7055"
"01 Apr 19","0.7055"
"29 Mar 19","0.7036"
"28 Mar 19","0.7051"
"27 Mar 19","0.7047"
"26 Mar 19","0.7059"
"25 Mar 19","0.7046"
"22 Mar 19","0.7053"
"21 Mar 19","0.705"
"20 Mar 19","0.7054"
"19 Mar 19","0.705"
"18 Mar 19","0.7056"
"15 Mar 19","0.7046"
"14 Mar 19","0.7039"
"13 Mar 19","0.7055"
"12 Mar 19","0.7061"
"11 Mar 19","0.7046"
"08 Mar 19","0.7049"
"07 Mar 19","0.7055"
"06 Mar 19","0.7066"
"05 Mar 19","0.7065"
"04 Mar 19","0.7069"
"01 Mar 19","0.7057"
"28 Feb 19","0.705"
"27 Feb 19","0.7065"
"26 Feb 19","0.7074"
"25 Feb 19","0.708"
"22 Feb 19","0.7083"
"21 Feb 19","0.7072"
"20 Feb 19","0.7077"
"19 Feb 19","0.706"
"18 Feb 19","0.7055"
"15 Feb 19","0.7061"
"14 Feb 19","0.7063"
"13 Feb 19","0.7069"
"12 Feb 19","0.705"
"11 Feb 19","0.7059"
"08 Feb 19","0.7056"
"07 Feb 19","0.7065"
"06 Feb 19","0.7066"
"05 Feb 19","0.7048"
"04 Feb 19","0.7051"
"01 Feb 19","0.7025"
"31 Jan 19","0.7034"
"30 Jan 19","0.7034"
"29 Jan 19","0.7036"
"28 Jan 19","0.7054"
"25 Jan 19","0.7045"
"24 Jan 19","0.7057"
"23 Jan 19","0.7053"
"22 Jan 19","0.7047"
"21 Jan 19","0.7055"
"18 Jan 19","0.7059"
"17 Jan 19","0.7055"
"16 Jan 19","0.7059"
"15 Jan 19","0.7057"
"14 Jan 19","0.7067"
"11 Jan 19","0.7072"
"10 Jan 19","0.7067"
"09 Jan 19","0.7063"
"08 Jan 19","0.7052"
"07 Jan 19","0.7052"
"04 Jan 19","0.7046"
"03 Jan 19","0.7048"
"02 Jan 19","0.7044"
"31 Dec 18","0.6998"
"28 Dec 18","0.7047"
"27 Dec 18","0.706"
"24 Dec 18","0.7051"
"21 Dec 18","0.7054"
"20 Dec 18","0.7032"
"19 Dec 18","0.7039"
"18 Dec 18","0.7019"
"17 Dec 18","0.7003"
"14 Dec 18","0.7028"
"13 Dec 18","0.701"
"12 Dec 18","0.7017"
"11 Dec 18","0.7027"
"10 Dec 18","0.7028"
"07 Dec 18","0.702"
"06 Dec 18","0.7021"
"05 Dec 18","0.701"
"04 Dec 18","0.7014"
"03 Dec 18","0.7019"
"30 Nov 18","0.7002"
"29 Nov 18","0.7017"
"28 Nov 18","0.701"
"27 Nov 18","0.7018"
"26 Nov 18","0.701"
"23 Nov 18","0.7032"
"22 Nov 18","0.7031"
"21 Nov 18","0.7028"
"20 Nov 18","0.7013"
"19 Nov 18","0.7006"
"16 Nov 18","0.7007"
"15 Nov 18","0.7019"
"14 Nov 18","0.7013"
"13 Nov 18","0.7025"
"12 Nov 18","0.7023"
"09 Nov 18","0.7028"
"08 Nov 18","0.7023"
"07 Nov 18","0.7031"
"06 Nov 18","0.7017"
"05 Nov 18","0.7009"
"02 Nov 18","0.7005"
"01 Nov 18","0.7006"
"31 Oct 18","0.7002"
"30 Oct 18","0.7013"
"29 Oct 18","0.7011"
"26 Oct 18","0.7021"
"25 Oct 18","0.6988"
"24 Oct 18","0.7023"
"23 Oct 18","0.7004"
"22 Oct 18","0.699"
"19 Oct 18","0.6999"
"18 Oct 18","0.7017"
"17 Oct 18","0.7016"
"16 Oct 18","0.7012"
"15 Oct 18","0.701"
"12 Oct 18","0.7012"
"11 Oct 18","0.6999"
"10 Oct 18","0.6997"
"09 Oct 18","0.7019"
"08 Oct 18","0.7021"
"05 Oct 18","0.701"
"04 Oct 18","0.7023"
"03 Oct 18","0.7015"
"02 Oct 18","0.7026"
"01 Oct 18","0.7021"
"28 Sep 18","0.6964"
"27 Sep 18","0.7015"
"26 Sep 18","0.699"
"25 Sep 18","0.6995"
"24 Sep 18","0.701"
"21 Sep 18","0.7003"
"20 Sep 18","0.6999"
"19 Sep 18","0.7005"
"18 Sep 18","0.7015"
"17 Sep 18","0.7013"
"14 Sep 18","0.7016"
"13 Sep 18","0.7024"
"12 Sep 18","0.7025"
"11 Sep 18","0.7003"
"10 Sep 18","0.7016"
"07 Sep 18","0.7028"
"06 Sep 18","0.7032"
"05 Sep 18","0.7022"
"04 Sep 18","0.7046"
"03 Sep 18","0.702"
"31 Aug 18","0.7042"
"30 Aug 18","0.7058"
"29 Aug 18","0.7048"
"28 Aug 18","0.7032"
"24 Aug 18","0.7036"
"23 Aug 18","0.7035"
"22 Aug 18","0.7028"
"21 Aug 18","0.7037"
"20 Aug 18","0.7039"
"17 Aug 18","0.703"
"16 Aug 18","0.7024"
"15 Aug 18","0.7018"
"14 Aug 18","0.7021"
"13 Aug 18","0.7037"
"10 Aug 18","0.7035"
"09 Aug 18","0.7019"
"08 Aug 18","0.7028"
"07 Aug 18","0.7011"
"06 Aug 18","0.7006"
"03 Aug 18","0.7028"
"02 Aug 18","0.6897"
"01 Aug 18","0.4522"
"31 Jul 18","0.4503"
"30 Jul 18","0.4523"
"27 Jul 18","0.4532"
"26 Jul 18","0.4532"
"25 Jul 18","0.454"
"24 Jul 18","0.4548"
"23 Jul 18","0.4537"
"20 Jul 18","0.4557"
"19 Jul 18","0.4538"
"18 Jul 18","0.4543"
"17 Jul 18","0.4541"
"16 Jul 18","0.4552"
"13 Jul 18","0.4565"
"12 Jul 18","0.4563"
"11 Jul 18","0.4544"
"10 Jul 18","0.4549"
"09 Jul 18","0.4567"
"06 Jul 18","0.458"
"05 Jul 18","0.4563"
"04 Jul 18","0.4546"
"03 Jul 18","0.4543"
"02 Jul 18","0.4531"
"29 Jun 18","0.4399"
"28 Jun 18","0.4515"
"27 Jun 18","0.4495"
"26 Jun 18","0.4498"
"25 Jun 18","0.4512"
"22 Jun 18","0.4491"
"21 Jun 18","0.4513"
"20 Jun 18","0.4495"
"19 Jun 18","0.4507"
"18 Jun 18","0.4515"
"15 Jun 18","0.4505"
"14 Jun 18","0.4512"
"13 Jun 18","0.4489"
"12 Jun 18","0.4501"
"11 Jun 18","0.4514"
"08 Jun 18","0.4535"
"07 Jun 18","0.4531"
"06 Jun 18","0.4519"
"05 Jun 18","0.4525"
"04 Jun 18","0.4522"
"01 Jun 18","0.4544"
"31 May 18","0.4503"
"30 May 18","0.4519"
"29 May 18","0.4537"
"25 May 18","0.4533"
"24 May 18","0.4532"
"23 May 18","0.4533"
"22 May 18","0.4521"
"21 May 18","0.4527"
"18 May 18","0.454"
"17 May 18","0.4533"
"16 May 18","0.4528"
"15 May 18","0.4511"
"14 May 18","0.4513"
"11 May 18","0.4542"
"10 May 18","0.4539"
"09 May 18","0.4553"
"08 May 18","0.4542"
"04 May 18","0.4556"
"03 May 18","0.4527"
"02 May 18","0.4515"
"01 May 18","0.4497"
"30 Apr 18","0.4507"
"27 Apr 18","0.4548"
"26 Apr 18","0.4549"
"25 Apr 18","0.454"
"24 Apr 18","0.4537"
"23 Apr 18","0.4529"
"20 Apr 18","0.4646"
"19 Apr 18","0.4651"
"18 Apr 18","0.467"
"17 Apr 18","0.4664"
"16 Apr 18","0.4659"
"13 Apr 18","0.4657"
"12 Apr 18","0.4637"
"11 Apr 18","0.4633"
"10 Apr 18","0.4666"
"09 Apr 18","0.4651"
"06 Apr 18","0.4666"
"05 Apr 18","0.4653"
"04 Apr 18","0.4624"
"03 Apr 18","0.4652"
"29 Mar 18","0.4435"
"28 Mar 18","0.4638"
"27 Mar 18","0.4652"
"26 Mar 18","0.4666"
"23 Mar 18","0.468"
"22 Mar 18","0.4634"
"21 Mar 18","0.4667"
"20 Mar 18","0.4636"
"19 Mar 18","0.4633"
"16 Mar 18","0.4644"
"15 Mar 18","0.4659"
"14 Mar 18","0.4637"
"13 Mar 18","0.4637"
"12 Mar 18","0.465"
"09 Mar 18","0.4627"
"08 Mar 18","0.4645"
"07 Mar 18","0.4648"
"06 Mar 18","0.4647"
"05 Mar 18","0.4643"
"02 Mar 18","0.4655"
"01 Mar 18","0.4646"
"28 Feb 18","0.4612"
"27 Feb 18","0.4656"
"26 Feb 18","0.4639"
"23 Feb 18","0.4668"
"22 Feb 18","0.4637"
"21 Feb 18","0.4629"
"20 Feb 18","0.4636"
"19 Feb 18","0.462"
"16 Feb 18","0.4637"
"15 Feb 18","0.4642"
"14 Feb 18","0.4651"
"13 Feb 18","0.4636"
"12 Feb 18","0.463"
"09 Feb 18","0.4634"
"08 Feb 18","0.4624"
"07 Feb 18","0.4618"
"06 Feb 18","0.4626"
"05 Feb 18","0.4619"
"02 Feb 18","0.4632"
"01 Feb 18","0.4636"
"31 Jan 18","0.4668"
"30 Jan 18","0.4627"
"29 Jan 18","0.4613"
"26 Jan 18","0.4633"
"25 Jan 18","0.4618"
"24 Jan 18","0.462"
"23 Jan 18","0.4619"
"22 Jan 18","0.463"
"19 Jan 18","0.4634"
"18 Jan 18","0.4619"
"17 Jan 18","0.4615"
"16 Jan 18","0.4605"
"15 Jan 18","0.4638"
"12 Jan 18","0.468"
"11 Jan 18","0.4655"
"10 Jan 18","0.4647"
"09 Jan 18","0.4627"
"08 Jan 18","0.4632"
"05 Jan 18","0.4625"
"04 Jan 18","0.4618"
"03 Jan 18","0.4642"
"02 Jan 18","0.4622"
"29 Dec 17","0.4123"
"28 Dec 17","0.4665"
"27 Dec 17","0.466"
"22 Dec 17","0.4647"
"21 Dec 17","0.4643"
"20 Dec 17","0.4684"
"19 Dec 17","0.469"
"18 Dec 17","0.4659"
"15 Dec 17","0.4637"
"14 Dec 17","0.4624"
"13 Dec 17","0.4627"
"12 Dec 17","0.4612"
"11 Dec 17","0.4623"
"08 Dec 17","0.4629"
"07 Dec 17","0.4664"
"06 Dec 17","0.4594"
"05 Dec 17","0.4655"
"04 Dec 17","0.4667"
"01 Dec 17","0.4661"
"30 Nov 17","0.4623"
"29 Nov 17","0.4663"
"28 Nov 17","0.4634"
"27 Nov 17","0.4618"
"24 Nov 17","0.4635"
"23 Nov 17","0.4624"
"22 Nov 17","0.4622"
"21 Nov 17","0.4617"
"20 Nov 17","0.4623"
"17 Nov 17","0.4638"
"16 Nov 17","0.4622"
"15 Nov 17","0.4632"
"14 Nov 17","0.4644"
"13 Nov 17","0.4662"
"10 Nov 17","0.4622"
"09 Nov 17","0.4628"
"08 Nov 17","0.4632"
"07 Nov 17","0.4624"
"06 Nov 17","0.4649"
"03 Nov 17","0.4628"
"02 Nov 17","0.4055"
"01 Nov 17","0.2145"
"31 Oct 17","0.2096"
"30 Oct 17","0.216"
"27 Oct 17","0.2131"
"26 Oct 17","0.214"
"25 Oct 17","0.2147"
"24 Oct 17","0.2126"
"23 Oct 17","0.2131"
"20 Oct 17","0.2141"
"19 Oct 17","0.2141"
"18 Oct 17","0.2128"
"17 Oct 17","0.2118"
"16 Oct 17","0.2093"
"13 Oct 17","0.2082"
"12 Oct 17","0.2072"
"11 Oct 17","0.2086"
"10 Oct 17","0.2065"
"09 Oct 17","0.2099"
"06 Oct 17","0.2078"
"05 Oct 17","0.2093"
"04 Oct 17","0.2085"
"03 Oct 17","0.2094"
"02 Oct 17","0.2108"
"29 Sep 17","0.1991"
"28 Sep 17","0.2101"
"27 Sep 17","0.2094"
"26 Sep 17","0.2097"
"25 Sep 17","0.2106"
"22 Sep 17","0.2113"
"21 Sep 17","0.2145"
"20 Sep 17","0.2172"
"19 Sep 17","0.2152"
"18 Sep 17","0.2151"
"15 Sep 17","0.2169"
"14 Sep 17","0.2148"
"13 Sep 17","0.2148"
"12 Sep 17","0.2146"
"11 Sep 17","0.2132"
"08 Sep 17","0.2144"
"07 Sep 17","0.2108"
"06 Sep 17","0.2112"
"05 Sep 17","0.2118"
"04 Sep 17","0.2122"
"01 Sep 17","0.2123"
"31 Aug 17","0.2109"
"30 Aug 17","0.2133"
"29 Aug 17","0.2142"
"25 Aug 17","0.2159"
"24 Aug 17","0.211"
"23 Aug 17","0.212"
"22 Aug 17","0.2116"
"21 Aug 17","0.2115"
"18 Aug 17","0.2123"
"17 Aug 17","0.2156"
"16 Aug 17","0.2137"
"15 Aug 17","0.213"
"14 Aug 17","0.2123"
"11 Aug 17","0.2133"
"10 Aug 17","0.2126"
"09 Aug 17","0.2148"
"08 Aug 17","0.2159"
"07 Aug 17","0.2125"
"04 Aug 17","0.2129"
"03 Aug 17","0.2143"
"02 Aug 17","0.2143"
"01 Aug 17","0.2115"
"31 Jul 17","0.2034"
"28 Jul 17","0.212"
"27 Jul 17","0.2115"
"26 Jul 17","0.2121"
"25 Jul 17","0.2119"
"24 Jul 17","0.2123"
"21 Jul 17","0.2142"
"20 Jul 17","0.2119"
"19 Jul 17","0.2103"
"18 Jul 17","0.2117"
"17 Jul 17","0.2134"
"14 Jul 17","0.2144"
"13 Jul 17","0.2145"
"12 Jul 17","0.2148"
"11 Jul 17","0.2142"
"10 Jul 17","0.2124"
"07 Jul 17","0.2143"
"06 Jul 17","0.2129"
"05 Jul 17","0.212"
"04 Jul 17","0.2118"
"03 Jul 17","0.2137"
"30 Jun 17","0.194"
"29 Jun 17","0.2129"
"28 Jun 17","0.2116"
"27 Jun 17","0.2139"
"26 Jun 17","0.2131"
"23 Jun 17","0.2157"
"22 Jun 17","0.2147"
"21 Jun 17","0.2149"
"20 Jun 17","0.2173"
"19 Jun 17","0.213"
"16 Jun 17","0.2124"
