"Date","Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA"
"15 Jun 17","0.2123"
"14 Jun 17","0.2123"
"13 Jun 17","0.2122"
"12 Jun 17","0.2108"
"09 Jun 17","0.2116"
"08 Jun 17","0.2118"
"07 Jun 17","0.2114"
"06 Jun 17","0.2122"
"05 Jun 17","0.2114"
"02 Jun 17","0.213"
"01 Jun 17","0.2131"
"31 May 17","0.2087"
"30 May 17","0.2119"
"26 May 17","0.213"
"25 May 17","0.2122"
"24 May 17","0.2106"
"23 May 17","0.2112"
"22 May 17","0.2114"
"19 May 17","0.2137"
"18 May 17","0.2133"
"17 May 17","0.2147"
"16 May 17","0.2142"
"15 May 17","0.2137"
"12 May 17","0.2146"
"11 May 17","0.2131"
"10 May 17","0.2155"
"09 May 17","0.2142"
"08 May 17","0.2136"
"05 May 17","0.2136"
"04 May 17","0.2106"
"03 May 17","0.2104"
"02 May 17","0.2111"
"28 Apr 17","0.2108"
"27 Apr 17","0.2111"
"26 Apr 17","0.2127"
"25 Apr 17","0.2122"
"24 Apr 17","0.2118"
"21 Apr 17","0.2121"
"20 Apr 17","0.2124"
"19 Apr 17","0.2117"
"18 Apr 17","0.2112"
"13 Apr 17","0.2122"
"12 Apr 17","0.2101"
"11 Apr 17","0.2112"
"10 Apr 17","0.2116"
"07 Apr 17","0.2108"
"06 Apr 17","0.211"
"05 Apr 17","0.2095"
"04 Apr 17","0.2112"
"03 Apr 17","0.2107"
"31 Mar 17","0.174"
"30 Mar 17","0.2136"
"29 Mar 17","0.2116"
"28 Mar 17","0.21"
"27 Mar 17","0.2092"
"24 Mar 17","0.2127"
"23 Mar 17","0.2126"
"22 Mar 17","0.2104"
"21 Mar 17","0.2124"
"20 Mar 17","0.2109"
"17 Mar 17","0.2099"
"16 Mar 17","0.2094"
"15 Mar 17","0.2105"
"14 Mar 17","0.2106"
"13 Mar 17","0.2101"
"10 Mar 17","0.213"
"09 Mar 17","0.2114"
"08 Mar 17","0.2111"
"07 Mar 17","0.2109"
"06 Mar 17","0.2118"
"03 Mar 17","0.2102"
"02 Mar 17","0.2112"
"01 Mar 17","0.2119"
"28 Feb 17","0.203"
"27 Feb 17","0.2111"
"24 Feb 17","0.212"
"23 Feb 17","0.2099"
"22 Feb 17","0.2172"
"21 Feb 17","0.2131"
"20 Feb 17","0.2112"
"17 Feb 17","0.2115"
"16 Feb 17","0.2109"
"15 Feb 17","0.2083"
"14 Feb 17","0.2097"
"13 Feb 17","0.209"
"10 Feb 17","0.2101"
"09 Feb 17","0.208"
"08 Feb 17","0.2105"
"07 Feb 17","0.2103"
"06 Feb 17","0.212"
"03 Feb 17","0.2118"
"02 Feb 17","0.2123"
"01 Feb 17","0.211"
"31 Jan 17","0.2078"
"30 Jan 17","0.215"
"27 Jan 17","0.2162"
"26 Jan 17","0.2132"
"25 Jan 17","0.2138"
"24 Jan 17","0.2131"
"23 Jan 17","0.2152"
"20 Jan 17","0.2154"
"19 Jan 17","0.2139"
"18 Jan 17","0.2139"
"17 Jan 17","0.2129"
"16 Jan 17","0.2125"
"13 Jan 17","0.2127"
"12 Jan 17","0.2128"
"11 Jan 17","0.2113"
"10 Jan 17","0.2122"
"09 Jan 17","0.214"
"06 Jan 17","0.2126"
"05 Jan 17","0.2132"
"04 Jan 17","0.2143"
"03 Jan 17","0.2177"
"30 Dec 16","0.1618"
"29 Dec 16","0.215"
"28 Dec 16","0.2185"
"23 Dec 16","0.2151"
"22 Dec 16","0.2137"
"21 Dec 16","0.2203"
"20 Dec 16","0.2207"
"19 Dec 16","0.2177"
"16 Dec 16","0.2144"
"15 Dec 16","0.2201"
"14 Dec 16","0.2122"
"13 Dec 16","0.2163"
"12 Dec 16","0.2125"
"09 Dec 16","0.2127"
"08 Dec 16","0.2161"
"07 Dec 16","0.2118"
"06 Dec 16","0.2114"
"05 Dec 16","0.2134"
"02 Dec 16","0.2115"
"01 Dec 16","0.2147"
"30 Nov 16","0.2024"
"29 Nov 16","0.2116"
"28 Nov 16","0.2129"
"25 Nov 16","0.2106"
"24 Nov 16","0.2118"
"23 Nov 16","0.2119"
"22 Nov 16","0.2108"
"21 Nov 16","0.2099"
"18 Nov 16","0.2117"
"17 Nov 16","0.2101"
"16 Nov 16","0.2103"
"15 Nov 16","0.2106"
"14 Nov 16","0.2106"
"11 Nov 16","0.214"
"10 Nov 16","0.2137"
"09 Nov 16","0.2102"
"08 Nov 16","0.2116"
"07 Nov 16","0.2108"
"04 Nov 16","0.2106"
"03 Nov 16","0.2121"
"02 Nov 16","0.2082"
"01 Nov 16","0.2122"
"31 Oct 16","0.1999"
"28 Oct 16","0.2092"
"27 Oct 16","0.209"
"26 Oct 16","0.2105"
"25 Oct 16","0.2117"
"24 Oct 16","0.2115"
"21 Oct 16","0.2112"
"20 Oct 16","0.2125"
"19 Oct 16","0.2136"
"18 Oct 16","0.2112"
"17 Oct 16","0.2113"
"14 Oct 16","0.2109"
"13 Oct 16","0.214"
"12 Oct 16","0.2174"
"11 Oct 16","0.2148"
"10 Oct 16","0.2166"
"07 Oct 16","0.2134"
"06 Oct 16","0.2157"
"05 Oct 16","0.2104"
"04 Oct 16","0.2139"
"03 Oct 16","0.2139"
"30 Sep 16","0.1624"
"29 Sep 16","0.2136"
"28 Sep 16","0.2144"
"27 Sep 16","0.2139"
"26 Sep 16","0.2124"
"23 Sep 16","0.2152"
"22 Sep 16","0.2073"
"21 Sep 16","0.2155"
"20 Sep 16","0.213"
"19 Sep 16","0.2134"
"16 Sep 16","0.2141"
"15 Sep 16","0.2156"
"14 Sep 16","0.2197"
"13 Sep 16","0.22"
"12 Sep 16","0.2198"
"09 Sep 16","0.219"
"08 Sep 16","0.2189"
"07 Sep 16","0.2173"
"06 Sep 16","0.2159"
"05 Sep 16","0.2168"
"02 Sep 16","0.214"
"01 Sep 16","0.2144"
"31 Aug 16","0.2018"
"30 Aug 16","0.2161"
"26 Aug 16","0.2152"
"25 Aug 16","0.2174"
"24 Aug 16","0.2153"
"23 Aug 16","0.2138"
"22 Aug 16","0.2133"
"19 Aug 16","0.2146"
"18 Aug 16","0.2118"
"17 Aug 16","0.2098"
"16 Aug 16","0.2115"
"15 Aug 16","0.211"
"12 Aug 16","0.2111"
"11 Aug 16","0.2141"
"10 Aug 16","0.2122"
"09 Aug 16","0.2107"
"08 Aug 16","0.2175"
"05 Aug 16","0.2139"
"04 Aug 16","0.246"
"03 Aug 16","0.4565"
"02 Aug 16","0.4604"
"01 Aug 16","0.457"
"29 Jul 16","0.4534"
"28 Jul 16","0.4575"
"27 Jul 16","0.4589"
"26 Jul 16","0.4603"
"25 Jul 16","0.4565"
"22 Jul 16","0.4632"
"21 Jul 16","0.4671"
"20 Jul 16","0.4615"
"19 Jul 16","0.4581"
"18 Jul 16","0.4617"
"15 Jul 16","0.4666"
"14 Jul 16","0.3954"
"13 Jul 16","0.4593"
"12 Jul 16","0.4598"
"11 Jul 16","0.4603"
"08 Jul 16","0.461"
"07 Jul 16","0.4612"
"06 Jul 16","0.4608"
"05 Jul 16","0.4601"
"04 Jul 16","0.4655"
"01 Jul 16","0.4635"
"30 Jun 16","0.4416"
"29 Jun 16","0.4569"
"28 Jun 16","0.4585"
"27 Jun 16","0.4584"
"24 Jun 16","0.4581"
"23 Jun 16","0.4604"
"22 Jun 16","0.4618"
"21 Jun 16","0.4589"
"20 Jun 16","0.4604"
"17 Jun 16","0.4613"
"16 Jun 16","0.464"
"15 Jun 16","0.4597"
"14 Jun 16","0.4593"
"13 Jun 16","0.4578"
"10 Jun 16","0.4607"
"09 Jun 16","0.4612"
"08 Jun 16","0.4607"
"07 Jun 16","0.4632"
"06 Jun 16","0.4624"
"03 Jun 16","0.4651"
"02 Jun 16","0.461"
"01 Jun 16","0.4633"
"31 May 16","0.4542"
"27 May 16","0.4666"
"26 May 16","0.4653"
"25 May 16","0.4651"
"24 May 16","0.4669"
"23 May 16","0.4623"
"20 May 16","0.4642"
"19 May 16","0.4649"
"18 May 16","0.4648"
"17 May 16","0.4629"
"16 May 16","0.4633"
"13 May 16","0.4635"
"12 May 16","0.461"
"11 May 16","0.4609"
"10 May 16","0.4606"
"09 May 16","0.463"
"06 May 16","0.4631"
"05 May 16","0.4619"
"04 May 16","0.4707"
"03 May 16","0.4609"
"29 Apr 16","0.4584"
"28 Apr 16","0.4616"
"27 Apr 16","0.4594"
"26 Apr 16","0.4613"
"25 Apr 16","0.4679"
"22 Apr 16","0.4711"
"21 Apr 16","0.4641"
"20 Apr 16","0.4646"
"19 Apr 16","0.4706"
"18 Apr 16","0.4699"
"15 Apr 16","0.4719"
"14 Apr 16","0.4717"
"13 Apr 16","0.4696"
"12 Apr 16","0.4722"
"11 Apr 16","0.4665"
"08 Apr 16","0.466"
"07 Apr 16","0.4643"
"06 Apr 16","0.4666"
"05 Apr 16","0.4669"
"04 Apr 16","0.4632"
"01 Apr 16","0.4651"
"31 Mar 16","0.4128"
"30 Mar 16","0.4638"
"29 Mar 16","0.4656"
"24 Mar 16","0.4679"
"23 Mar 16","0.4694"
"22 Mar 16","0.464"
"21 Mar 16","0.4685"
"18 Mar 16","0.4664"
"17 Mar 16","0.4636"
"16 Mar 16","0.467"
"15 Mar 16","0.466"
"14 Mar 16","0.4689"
"11 Mar 16","0.472"
"10 Mar 16","0.4681"
"09 Mar 16","0.4665"
"08 Mar 16","0.4666"
"07 Mar 16","0.4688"
"04 Mar 16","0.4712"
"03 Mar 16","0.4666"
"02 Mar 16","0.466"
"01 Mar 16","0.4672"
"29 Feb 16","0.4545"
"26 Feb 16","0.4728"
"25 Feb 16","0.4632"
"24 Feb 16","0.4637"
"23 Feb 16","0.4608"
"22 Feb 16","0.4668"
"19 Feb 16","0.4624"
"18 Feb 16","0.4618"
"17 Feb 16","0.4627"
"16 Feb 16","0.472"
"15 Feb 16","0.4669"
"12 Feb 16","0.4678"
"11 Feb 16","0.467"
"10 Feb 16","0.4666"
"09 Feb 16","0.4671"
"08 Feb 16","0.4674"
"05 Feb 16","0.4672"
"04 Feb 16","0.4686"
"03 Feb 16","0.4671"
"02 Feb 16","0.4663"
"01 Feb 16","0.466"
"29 Jan 16","0.4517"
"28 Jan 16","0.4668"
"27 Jan 16","0.468"
"26 Jan 16","0.4669"
"25 Jan 16","0.472"
"22 Jan 16","0.4716"
"21 Jan 16","0.4693"
"20 Jan 16","0.4638"
"19 Jan 16","0.4632"
"18 Jan 16","0.4644"
"15 Jan 16","0.468"
"14 Jan 16","0.4635"
"13 Jan 16","0.4636"
"12 Jan 16","0.4636"
"11 Jan 16","0.4638"
"08 Jan 16","0.466"
"07 Jan 16","0.4668"
"06 Jan 16","0.4717"
"05 Jan 16","0.4676"
"04 Jan 16","0.4648"
"31 Dec 15","0.3475"
"30 Dec 15","0.4618"
"29 Dec 15","0.4618"
"24 Dec 15","0.4604"
"23 Dec 15","0.4607"
"22 Dec 15","0.4617"
"21 Dec 15","0.4619"
"18 Dec 15","0.4673"
"17 Dec 15","0.4629"
"16 Dec 15","0.4644"
"15 Dec 15","0.4614"
"14 Dec 15","0.4642"
"11 Dec 15","0.4623"
"10 Dec 15","0.4613"
"09 Dec 15","0.4638"
"08 Dec 15","0.4615"
"07 Dec 15","0.4715"
"04 Dec 15","0.4622"
"03 Dec 15","0.4626"
"02 Dec 15","0.4638"
"01 Dec 15","0.4617"
"30 Nov 15","0.4539"
"27 Nov 15","0.4723"
"26 Nov 15","0.4621"
"25 Nov 15","0.4661"
"24 Nov 15","0.4628"
"23 Nov 15","0.4635"
"20 Nov 15","0.4627"
"19 Nov 15","0.4634"
"18 Nov 15","0.4639"
"17 Nov 15","0.4628"
"16 Nov 15","0.4625"
"13 Nov 15","0.4642"
"12 Nov 15","0.4611"
"11 Nov 15","0.4641"
"10 Nov 15","0.4667"
"09 Nov 15","0.464"
"06 Nov 15","0.4633"
"05 Nov 15","0.4646"
"04 Nov 15","0.4641"
"03 Nov 15","0.4629"
"02 Nov 15","0.4638"
"30 Oct 15","0.4482"
"29 Oct 15","0.4617"
"28 Oct 15","0.46"
"27 Oct 15","0.4633"
"26 Oct 15","0.462"
"23 Oct 15","0.4603"
"22 Oct 15","0.4649"
"21 Oct 15","0.465"
"20 Oct 15","0.4619"
"19 Oct 15","0.4642"
"16 Oct 15","0.4613"
"15 Oct 15","0.4603"
"14 Oct 15","0.4583"
"13 Oct 15","0.4577"
"12 Oct 15","0.4706"
"09 Oct 15","0.4692"
"08 Oct 15","0.4729"
"07 Oct 15","0.4621"
"06 Oct 15","0.465"
"05 Oct 15","0.4591"
"02 Oct 15","0.4599"
"01 Oct 15","0.4596"
"30 Sep 15","0.3518"
"29 Sep 15","0.4597"
"28 Sep 15","0.4584"
"25 Sep 15","0.4615"
"24 Sep 15","0.4615"
"23 Sep 15","0.462"
"22 Sep 15","0.463"
"21 Sep 15","0.4672"
"18 Sep 15","0.4582"
"17 Sep 15","0.4548"
"16 Sep 15","0.4528"
"15 Sep 15","0.4553"
"14 Sep 15","0.4606"
"11 Sep 15","0.4636"
"10 Sep 15","0.4641"
"09 Sep 15","0.4619"
"08 Sep 15","0.4536"
"07 Sep 15","0.4591"
"04 Sep 15","0.4511"
"03 Sep 15","0.4579"
"02 Sep 15","0.4594"
"01 Sep 15","0.4586"
"28 Aug 15","0.4526"
"27 Aug 15","0.4604"
"26 Aug 15","0.4638"
"25 Aug 15","0.4612"
"24 Aug 15","0.4612"
"21 Aug 15","0.4628"
"20 Aug 15","0.4607"
"19 Aug 15","0.455"
"18 Aug 15","0.4525"
"17 Aug 15","0.4614"
"14 Aug 15","0.4613"
"13 Aug 15","0.4587"
"12 Aug 15","0.4589"
"11 Aug 15","0.4607"
"10 Aug 15","0.459"
"07 Aug 15","0.4594"
"06 Aug 15","0.4591"
"05 Aug 15","0.4563"
"04 Aug 15","0.4575"
"03 Aug 15","0.4573"
"31 Jul 15","0.4481"
"30 Jul 15","0.4571"
"29 Jul 15","0.4551"
"28 Jul 15","0.4563"
"27 Jul 15","0.4536"
"24 Jul 15","0.4535"
"23 Jul 15","0.4548"
"22 Jul 15","0.4524"
"21 Jul 15","0.4597"
"20 Jul 15","0.4566"
"17 Jul 15","0.457"
"16 Jul 15","0.4578"
"15 Jul 15","0.4561"
"14 Jul 15","0.4545"
"13 Jul 15","0.4521"
"10 Jul 15","0.4525"
"09 Jul 15","0.4549"
"08 Jul 15","0.457"
"07 Jul 15","0.4539"
"06 Jul 15","0.4515"
"03 Jul 15","0.4564"
"02 Jul 15","0.4528"
"01 Jul 15","0.4581"
"30 Jun 15","0.3947"
"29 Jun 15","0.4551"
"26 Jun 15","0.4577"
"25 Jun 15","0.4573"
"24 Jun 15","0.4561"
"23 Jun 15","0.4613"
"22 Jun 15","0.4602"
"19 Jun 15","0.4584"
"18 Jun 15","0.4603"
"17 Jun 15","0.4613"
"16 Jun 15","0.4626"
"15 Jun 15","0.4587"
"12 Jun 15","0.4596"
"11 Jun 15","0.4621"
"10 Jun 15","0.4639"
"09 Jun 15","0.4593"
"08 Jun 15","0.4599"
"05 Jun 15","0.4592"
"04 Jun 15","0.4625"
"03 Jun 15","0.4602"
"02 Jun 15","0.4554"
"01 Jun 15","0.4603"
"29 May 15","0.4506"
"28 May 15","0.4638"
"27 May 15","0.4629"
"26 May 15","0.4624"
"22 May 15","0.47"
"21 May 15","0.4596"
"20 May 15","0.4661"
"19 May 15","0.4644"
"18 May 15","0.4605"
"15 May 15","0.4605"
"14 May 15","0.4615"
"13 May 15","0.4613"
"12 May 15","0.461"
"11 May 15","0.4583"
"08 May 15","0.4621"
"07 May 15","0.4611"
"06 May 15","0.4632"
"05 May 15","0.4655"
"01 May 15","0.4623"
"30 Apr 15","0.4529"
"29 Apr 15","0.4608"
"28 Apr 15","0.4566"
"27 Apr 15","0.4651"
"24 Apr 15","0.461"
"23 Apr 15","0.4585"
"22 Apr 15","0.459"
"21 Apr 15","0.4593"
"20 Apr 15","0.4547"
"17 Apr 15","0.4609"
"16 Apr 15","0.4601"
"15 Apr 15","0.4577"
"14 Apr 15","0.4575"
"13 Apr 15","0.4537"
"10 Apr 15","0.4547"
"09 Apr 15","0.4526"
"08 Apr 15","0.4541"
"07 Apr 15","0.4561"
"02 Apr 15","0.4555"
"01 Apr 15","0.4573"
"31 Mar 15","0.4217"
"30 Mar 15","0.4615"
"27 Mar 15","0.4637"
"26 Mar 15","0.4554"
"25 Mar 15","0.4586"
"24 Mar 15","0.464"
"23 Mar 15","0.4607"
"20 Mar 15","0.4599"
"19 Mar 15","0.457"
"18 Mar 15","0.4607"
"17 Mar 15","0.452"
"16 Mar 15","0.4496"
"13 Mar 15","0.4529"
"12 Mar 15","0.4521"
"11 Mar 15","0.4559"
"10 Mar 15","0.4589"
"09 Mar 15","0.4627"
"06 Mar 15","0.4576"
"05 Mar 15","0.4628"
"04 Mar 15","0.4575"
"03 Mar 15","0.4605"
"02 Mar 15","0.4639"
"27 Feb 15","0.4442"
"26 Feb 15","0.4669"
"25 Feb 15","0.4574"
"24 Feb 15","0.4598"
"23 Feb 15","0.4505"
"20 Feb 15","0.4568"
"19 Feb 15","0.4654"
"18 Feb 15","0.4643"
"17 Feb 15","0.4625"
"16 Feb 15","0.4562"
"13 Feb 15","0.4524"
"12 Feb 15","0.4423"
"11 Feb 15","0.4431"
"10 Feb 15","0.441"
"09 Feb 15","0.4427"
"06 Feb 15","0.4453"
"05 Feb 15","0.4427"
"04 Feb 15","0.4345"
"03 Feb 15","0.45"
"02 Feb 15","0.4443"
"30 Jan 15","0.4195"
"29 Jan 15","0.4407"
"28 Jan 15","0.4474"
"27 Jan 15","0.4322"
"26 Jan 15","0.4443"
"23 Jan 15","0.4461"
"22 Jan 15","0.4325"
"21 Jan 15","0.4366"
"20 Jan 15","0.4338"
"19 Jan 15","0.4422"
"16 Jan 15","0.4372"
"15 Jan 15","0.4384"
"14 Jan 15","0.4334"
"13 Jan 15","0.4348"
"12 Jan 15","0.4352"
"09 Jan 15","0.4327"
"08 Jan 15","0.4339"
"07 Jan 15","0.4292"
"06 Jan 15","0.43"
"05 Jan 15","0.4335"
"02 Jan 15","0.4316"
"31 Dec 14","0.3565"
"30 Dec 14","0.4324"
"29 Dec 14","0.428"
"24 Dec 14","0.4303"
"23 Dec 14","0.427"
"22 Dec 14","0.428"
"19 Dec 14","0.4319"
"18 Dec 14","0.4317"
"17 Dec 14","0.4299"
"16 Dec 14","0.4339"
"15 Dec 14","0.433"
"12 Dec 14","0.4358"
"11 Dec 14","0.4363"
"10 Dec 14","0.4357"
"09 Dec 14","0.443"
"08 Dec 14","0.4293"
"05 Dec 14","0.4266"
"04 Dec 14","0.4266"
"03 Dec 14","0.4274"
"02 Dec 14","0.4288"
"01 Dec 14","0.4359"
"28 Nov 14","0.4225"
"27 Nov 14","0.4391"
"26 Nov 14","0.4359"
"25 Nov 14","0.43"
"24 Nov 14","0.4323"
"21 Nov 14","0.4294"
"20 Nov 14","0.4303"
"19 Nov 14","0.4307"
"18 Nov 14","0.4315"
"17 Nov 14","0.4334"
"14 Nov 14","0.4301"
"13 Nov 14","0.436"
"12 Nov 14","0.4357"
"11 Nov 14","0.4314"
"10 Nov 14","0.4296"
"07 Nov 14","0.4358"
"06 Nov 14","0.4341"
"05 Nov 14","0.4327"
"04 Nov 14","0.4344"
"03 Nov 14","0.4345"
"31 Oct 14","0.4227"
"30 Oct 14","0.433"
"29 Oct 14","0.4342"
"28 Oct 14","0.4358"
"27 Oct 14","0.4329"
"24 Oct 14","0.4278"
"23 Oct 14","0.4349"
"22 Oct 14","0.4287"
"21 Oct 14","0.4286"
"20 Oct 14","0.4284"
"17 Oct 14","0.4309"
"16 Oct 14","0.4314"
"15 Oct 14","0.429"
"14 Oct 14","0.4335"
"13 Oct 14","0.4386"
"10 Oct 14","0.4265"
"09 Oct 14","0.4321"
"08 Oct 14","0.4299"
"07 Oct 14","0.4271"
"06 Oct 14","0.431"
"03 Oct 14","0.4331"
"02 Oct 14","0.4298"
"01 Oct 14","0.4285"
"30 Sep 14","0.4027"
"29 Sep 14","0.4506"
"26 Sep 14","0.4512"
"25 Sep 14","0.428"
"24 Sep 14","0.4418"
"23 Sep 14","0.4422"
"22 Sep 14","0.4258"
"19 Sep 14","0.4249"
"18 Sep 14","0.4288"
"17 Sep 14","0.4301"
"16 Sep 14","0.4339"
"15 Sep 14","0.4319"
"12 Sep 14","0.4316"
"11 Sep 14","0.4288"
"10 Sep 14","0.4291"
"09 Sep 14","0.4294"
"08 Sep 14","0.4311"
"05 Sep 14","0.4293"
"04 Sep 14","0.4292"
"03 Sep 14","0.4303"
"02 Sep 14","0.4326"
"01 Sep 14","0.4375"
"29 Aug 14","0.4005"
"28 Aug 14","0.4359"
"27 Aug 14","0.4265"
"26 Aug 14","0.4254"
"22 Aug 14","0.4142"
"21 Aug 14","0.4257"
"20 Aug 14","0.4233"
"19 Aug 14","0.4265"
"18 Aug 14","0.4224"
"15 Aug 14","0.4224"
"14 Aug 14","0.4183"
"13 Aug 14","0.4211"
"12 Aug 14","0.4212"
"11 Aug 14","0.4258"
"08 Aug 14","0.4218"
"07 Aug 14","0.425"
"06 Aug 14","0.4244"
"05 Aug 14","0.4282"
"04 Aug 14","0.4248"
"01 Aug 14","0.4228"
"31 Jul 14","0.4045"
"30 Jul 14","0.4367"
"29 Jul 14","0.4279"
"28 Jul 14","0.4324"
"25 Jul 14","0.4247"
"24 Jul 14","0.4349"
"23 Jul 14","0.4333"
"22 Jul 14","0.4307"
"21 Jul 14","0.4219"
"18 Jul 14","0.4263"
"17 Jul 14","0.4265"
"16 Jul 14","0.4263"
"15 Jul 14","0.4297"
"14 Jul 14","0.4291"
"11 Jul 14","0.4277"
"10 Jul 14","0.4282"
"09 Jul 14","0.4315"
"08 Jul 14","0.4307"
"07 Jul 14","0.4301"
"04 Jul 14","0.4228"
"03 Jul 14","0.423"
"02 Jul 14","0.4371"
"01 Jul 14","0.4347"
"30 Jun 14","0.3807"
"27 Jun 14","0.4351"
"26 Jun 14","0.4213"
"25 Jun 14","0.4275"
"24 Jun 14","0.4282"
"23 Jun 14","0.426"
"20 Jun 14","0.438"
"19 Jun 14","0.4349"
"18 Jun 14","0.4298"
"17 Jun 14","0.4252"
"16 Jun 14","0.428"
"13 Jun 14","0.4407"
"12 Jun 14","0.4253"
"11 Jun 14","0.4251"
"10 Jun 14","0.4261"
"09 Jun 14","0.4237"
"06 Jun 14","0.4287"
"05 Jun 14","0.4342"
"04 Jun 14","0.4172"
"03 Jun 14","0.4126"
"02 Jun 14","0.4186"
"30 May 14","0.4169"
"29 May 14","0.4234"
"28 May 14","0.4254"
"27 May 14","0.4223"
"23 May 14","0.4294"
"22 May 14","0.4222"
"21 May 14","0.4228"
"20 May 14","0.4229"
"19 May 14","0.4254"
"16 May 14","0.426"
"15 May 14","0.4271"
"14 May 14","0.4249"
"13 May 14","0.4224"
"12 May 14","0.4219"
"09 May 14","0.4254"
"08 May 14","0.4255"
"07 May 14","0.4251"
"06 May 14","0.4196"
"02 May 14","0.4178"
"01 May 14","0.4205"
"30 Apr 14","0.3984"
"29 Apr 14","0.4199"
"28 Apr 14","0.4234"
"25 Apr 14","0.4208"
"24 Apr 14","0.4215"
"23 Apr 14","0.4225"
"22 Apr 14","0.424"
"17 Apr 14","0.4265"
"16 Apr 14","0.4275"
"15 Apr 14","0.43"
"14 Apr 14","0.4235"
"11 Apr 14","0.422"
"10 Apr 14","0.4275"
"09 Apr 14","0.425"
"08 Apr 14","0.4237"
"07 Apr 14","0.4255"
"04 Apr 14","0.4174"
"03 Apr 14","0.4224"
"02 Apr 14","0.4209"
"01 Apr 14","0.4168"
"31 Mar 14","0.3342"
"28 Mar 14","0.421"
"27 Mar 14","0.4233"
"26 Mar 14","0.425"
"25 Mar 14","0.4234"
"24 Mar 14","0.4208"
"21 Mar 14","0.4191"
"20 Mar 14","0.4293"
"19 Mar 14","0.418"
"18 Mar 14","0.4163"
"17 Mar 14","0.4197"
"14 Mar 14","0.4162"
"13 Mar 14","0.4173"
"12 Mar 14","0.4197"
"11 Mar 14","0.4202"
"10 Mar 14","0.4129"
"07 Mar 14","0.4181"
"06 Mar 14","0.4196"
"05 Mar 14","0.4209"
"04 Mar 14","0.4188"
"03 Mar 14","0.4197"
"28 Feb 14","0.3904"
"27 Feb 14","0.4109"
"26 Feb 14","0.4189"
"25 Feb 14","0.418"
"24 Feb 14","0.4185"
"21 Feb 14","0.4199"
"20 Feb 14","0.4142"
"19 Feb 14","0.4134"
"18 Feb 14","0.4116"
"17 Feb 14","0.4315"
"14 Feb 14","0.4216"
"13 Feb 14","0.4199"
"12 Feb 14","0.4166"
"11 Feb 14","0.4185"
"10 Feb 14","0.4222"
"07 Feb 14","0.4245"
"06 Feb 14","0.4296"
"05 Feb 14","0.4271"
"04 Feb 14","0.4319"
"03 Feb 14","0.4339"
"31 Jan 14","0.4104"
"30 Jan 14","0.4342"
"29 Jan 14","0.4273"
"28 Jan 14","0.4343"
"27 Jan 14","0.4253"
"24 Jan 14","0.4289"
"23 Jan 14","0.4336"
"22 Jan 14","0.4287"
"21 Jan 14","0.4313"
"20 Jan 14","0.4303"
"17 Jan 14","0.4246"
"16 Jan 14","0.4371"
"15 Jan 14","0.4308"
"14 Jan 14","0.4284"
"13 Jan 14","0.427"
"10 Jan 14","0.4272"
"09 Jan 14","0.4284"
"08 Jan 14","0.4282"
"07 Jan 14","0.4332"
"06 Jan 14","0.4304"
"03 Jan 14","0.4256"
"02 Jan 14","0.4264"
