news_overall_sentiment_score,news_overall_sentiment_label,news_WMT_ticker_sentiment_score
0.13720716666666666,Neutral,0.08764033333333333
0.17778183333333333,Somewhat-Bullish,0.1101745
0.1173317,Neutral,-0.007280899999999998
0.09242242857142857,Neutral,0.0518595
