Date,^FTSE,LLOY.L,BARC.L,AV.L,PSN.L,LAND.L
2000-01-03,,498.0201416015625,408.2226867675781,972.5621337890625,237.98216247558594,650.7392578125
2000-01-04,6665.89990234375,466.83355712890625,382.5655212402344,908.2442016601562,237.98216247558594,631.9861450195312
2000-01-05,6535.89990234375,466.1904602050781,373.40240478515625,880.9581298828125,234.02403259277344,646.519775390625
2000-01-06,6447.2001953125,450.7579650878906,359.42828369140625,873.1619262695312,234.02403259277344,646.519775390625
2000-01-07,6504.7998046875,435.00390625,351.4104919433594,892.6521606445312,235.01356506347656,649.3331298828125
2000-01-10,6607.7001953125,447.2213439941406,356.2211608886719,898.4990234375,235.01356506347656,649.3331298828125
2000-01-11,6518.89990234375,426.96624755859375,346.3707275390625,877.0598754882812,235.50827026367188,642.7691650390625
2000-01-12,6532.7998046875,430.181396484375,358.5119323730469,859.5188598632812,227.09727478027344,649.8015747070312
2000-01-13,6531.5,430.5029602050781,354.1593322753906,851.7225341796875,224.1287078857422,642.7691650390625
2000-01-14,6658.2001953125,432.431884765625,355.0758361816406,853.6717529296875,224.1287078857422,623.078125
2000-01-17,6669.5,430.5029602050781,338.58203125,830.283447265625,221.1601104736328,614.63916015625
2000-01-18,6504.60009765625,412.8197021484375,327.35699462890625,826.3855590820312,218.68630981445312,627.2977905273438
2000-01-19,6445.5,396.744140625,318.65185546875,785.4556884765625,218.68630981445312,632.4548950195312
2000-01-20,6348.7001953125,393.8505859375,307.8849792480469,750.3734130859375,221.1601104736328,632.4548950195312
2000-01-21,6346.2998046875,411.5337219238281,329.64776611328125,775.7107543945312,218.1915283203125,622.609619140625
2000-01-24,6379.7998046875,416.6778869628906,328.7314453125,795.2010498046875,212.2543487548828,621.2025146484375
2000-01-25,6274.10009765625,399.3162841796875,315.90289306640625,789.3538818359375,210.27525329589844,620.7341918945312
2000-01-26,6375.60009765625,416.034912109375,339.2691650390625,827.3598022460938,208.29623413085938,631.517333984375
2000-01-27,6441.0,433.3963928222656,360.3446960449219,816.6400756835938,207.30670166015625,625.89111328125
2000-01-28,6375.60009765625,413.4627685546875,345.4544677734375,809.818603515625,207.30670166015625,637.143310546875
2000-01-31,6268.5,400.2808532714844,342.47637939453125,797.14990234375,205.3275909423828,635.7367553710938
2000-02-01,6290.89990234375,395.7795715332031,338.12371826171875,799.0989379882812,202.35902404785156,641.3626098632812
2000-02-02,6302.7998046875,401.5668029785156,332.6258239746094,802.9970092773438,198.89566040039062,635.7367553710938
2000-02-03,6324.2998046875,402.8528747558594,332.39666748046875,806.895263671875,197.41139221191406,638.5498657226562
2000-02-04,6185.0,392.2429504394531,317.7355041503906,783.5067749023438,189.98983764648438,635.2678833007812
2000-02-07,6118.60009765625,397.0657043457031,324.60809326171875,764.0165405273438,189.98983764648438,630.1107177734375
2000-02-08,6285.7998046875,408.3186340332031,331.02215576171875,764.9910888671875,189.49513244628906,628.2353515625
2000-02-09,6315.39990234375,414.4271545410156,322.546142578125,764.9910888671875,189.49513244628906,619.796630859375
2000-02-10,6279.7998046875,441.4341735839844,342.93463134765625,771.8125,188.01083374023438,614.1704711914062
2000-02-11,6193.2998046875,402.5312805175781,336.9783630371094,754.2718505859375,185.5370635986328,613.2326049804688
2000-02-14,6068.60009765625,386.13433837890625,328.2732849121094,701.64794921875,183.55796813964844,606.6690673828125
2000-02-15,6005.2001953125,362.34259033203125,329.41876220703125,717.2401733398438,176.13645935058594,587.4468383789062
2000-02-16,6147.39990234375,383.5622863769531,354.6175537109375,726.9852294921875,163.76734924316406,596.8239135742188
2000-02-17,6209.2998046875,382.27618408203125,365.84259033203125,730.88330078125,163.76734924316406,596.8239135742188
2000-02-18,6165.0,382.5976257324219,377.5256652832031,775.7107543945312,166.7359161376953,593.5419921875
2000-02-21,6081.60009765625,373.3900451660156,360.41571044921875,754.2718505859375,176.13645935058594,604.7935791015625
2000-02-22,6014.7001953125,354.0934143066406,338.19049072265625,711.3931884765625,182.5684051513672,613.2326049804688
2000-02-23,6144.10009765625,352.4851989746094,339.1069641113281,705.5460205078125,184.05276489257812,623.078125
2000-02-24,6086.7001953125,346.6963195800781,335.2117919921875,691.9027099609375,184.05276489257812,617.9210205078125
2000-02-25,6198.0,333.8318786621094,328.3380432128906,709.44384765625,175.14695739746094,627.2977905273438
2000-02-28,6099.60009765625,347.01788330078125,326.2758483886719,691.9027099609375,171.68362426757812,628.2353515625
2000-02-29,6232.60009765625,374.9980773925781,349.6468200683594,736.73046875,171.68362426757812,647.4576416015625
2000-03-01,6364.89990234375,365.0281066894531,338.19049072265625,773.7619018554688,178.6103057861328,659.64697265625
2000-03-02,6432.10009765625,369.208984375,336.58660888671875,781.5579223632812,176.13645935058594,659.1785278320312
2000-03-03,6487.5,363.7416076660156,345.9806823730469,787.4048461914062,177.62074279785156,659.1785278320312
2000-03-06,6567.7998046875,353.4501037597656,346.897216796875,781.7876586914062,181.5789031982422,668.0858154296875
2000-03-07,6466.5,345.4097595214844,347.1263122558594,760.3421630859375,177.62074279785156,675.1187133789062
2000-03-08,6411.2001953125,342.8369445800781,345.5224914550781,746.694580078125,175.14695739746094,672.3058471679688
2000-03-09,6532.10009765625,332.54541015625,338.87786865234375,742.7957153320312,173.1678924560547,671.367919921875
2000-03-10,6568.7001953125,354.7365417480469,340.94000244140625,718.4257202148438,169.7045135498047,670.4300537109375
2000-03-13,6466.89990234375,351.5204772949219,340.2525939941406,696.0051879882812,164.8299560546875,670.899169921875
2000-03-14,6487.10009765625,361.81201171875,337.96142578125,719.4005126953125,163.83993530273438,669.9613647460938
2000-03-15,6447.0,354.7365417480469,341.3982849121094,733.0481567382812,162.35499572753906,656.3652954101562
2000-03-16,6557.2998046875,399.44049072265625,372.7885437011719,817.8549194335938,173.2446746826172,654.958740234375
2000-03-17,6558.0,386.5760498046875,344.3769226074219,801.2837524414062,186.6092987060547,662.4598999023438
2000-03-20,6624.5,386.5760498046875,348.04296875,797.3843383789062,184.62933349609375,667.6173095703125
2000-03-21,6617.89990234375,385.932861328125,343.0021057128906,791.5353393554688,183.6393280029297,675.1187133789062
2000-03-22,6609.60009765625,385.932861328125,353.7711181640625,776.9138793945312,196.5089111328125,677.4629516601562
2000-03-23,6594.60009765625,406.515869140625,358.12451171875,775.938720703125,201.45880126953125,695.7471923828125
2000-03-24,6738.5,427.7422180175781,377.37109375,814.9306640625,199.4788360595703,729.503173828125
2000-03-27,6687.2001953125,425.4908447265625,382.640869140625,803.2332763671875,199.97384643554688,723.877197265625
2000-03-28,6650.10009765625,426.4557189941406,375.9963684082031,827.6030883789062,199.4788360595703,718.2510986328125
2000-03-29,6598.7998046875,415.19927978515625,383.0992431640625,848.073974609375,198.98385620117188,725.2838134765625
2000-03-30,6445.2001953125,406.8374328613281,387.91094970703125,853.9227294921875,195.02398681640625,693.4033203125
2000-03-31,6540.2001953125,425.8125305175781,380.807861328125,852.9478759765625,192.549072265625,702.3106079101562
2000-04-03,6462.10009765625,440.60662841796875,406.01190185546875,890.9649658203125,191.06410217285156,673.2431640625
2000-04-04,6427.0,476.9485778808594,418.8428955078125,928.0071411132812,186.6092987060547,683.0889892578125
2000-04-05,6379.2998046875,458.6167297363281,376.6837158203125,892.9146118164062,184.1343536376953,685.9019165039062
2000-04-06,6451.10009765625,428.70703125,370.7264709472656,862.69580078125,176.70953369140625,703.2484741210938
2000-04-07,6569.89990234375,419.3802490234375,371.1846923828125,864.6454467773438,172.74969482421875,682.1509399414062
2000-04-10,6533.39990234375,431.9230651855469,387.6817321777344,889.0155639648438,181.1644287109375,691.0588989257812
2000-04-11,6379.2001953125,427.4205017089844,384.4739685058594,869.5194091796875,182.64932250976562,693.8724365234375
2000-04-12,6350.7998046875,433.2095947265625,390.43133544921875,861.7210693359375,185.12429809570312,692.9339599609375
2000-04-13,6357.0,429.35028076171875,385.3905944824219,888.0404052734375,185.12429809570312,689.6527709960938
2000-04-14,6178.10009765625,423.2396545410156,386.994384765625,889.0155639648438,184.62933349609375,694.80908203125
2000-04-17,5994.60009765625,404.26458740234375,369.5808410644531,876.3429565429688,179.1844940185547,691.9969482421875
2000-04-18,6074.0,402.33489990234375,372.3302307128906,883.1666259765625,179.67942810058594,701.8421020507812
2000-04-19,6184.89990234375,411.9832458496094,375.5379943847656,875.3683471679688,186.11424255371094,695.2781372070312
2000-04-20,6241.2001953125,425.4908447265625,375.07977294921875,861.7210693359375,186.11424255371094,701.8421020507812
2000-04-21,,425.4908447265625,375.07977294921875,861.7210693359375,186.11424255371094,701.8421020507812
2000-04-24,,425.4908447265625,375.07977294921875,861.7210693359375,186.11424255371094,701.8421020507812
2000-04-25,6283.0,447.038818359375,384.7031555175781,906.5618896484375,184.62933349609375,701.8421020507812
2000-04-26,6256.5,431.6014404296875,390.43133544921875,907.5364379882812,184.62933349609375,711.2186889648438
2000-04-27,6179.2998046875,411.01849365234375,375.07977294921875,891.9396362304688,197.993896484375,726.221435546875
2000-04-28,6327.39990234375,403.9430847167969,376.2254943847656,894.8642578125,197.49888610839844,726.221435546875
2000-05-01,,403.9430847167969,376.2254943847656,894.8642578125,197.49888610839844,726.221435546875
2000-05-02,6373.39990234375,412.94805908203125,375.76708984375,922.158447265625,195.51893615722656,723.4083862304688
2000-05-03,6184.7998046875,414.5560607910156,378.0585021972656,896.8135986328125,191.06410217285156,717.3135375976562
2000-05-04,6199.60009765625,421.63165283203125,375.3089904785156,879.267333984375,190.56919860839844,724.81494140625
2000-05-05,6238.7998046875,410.69683837890625,373.9342346191406,866.5950927734375,190.56919860839844,721.532958984375
2000-05-08,6216.2998046875,393.3299255371094,363.3945007324219,877.31787109375,189.5791015625,718.2510986328125
2000-05-09,6123.7998046875,384.6463928222656,359.041015625,885.1162109375,186.6092987060547,726.6902465820312
2000-05-10,6100.7001953125,391.7218017578125,353.0837097167969,881.2169189453125,183.6393280029297,737.9420166015625
2000-05-11,6245.89990234375,405.8726501464844,352.6254577636719,896.8135986328125,183.6393280029297,752.4762573242188
2000-05-12,6283.5,402.0132751464844,360.8741149902344,901.6875610351562,185.12429809570312,769.82275390625
2000-05-15,6247.7001953125,411.66168212890625,354.9166259765625,895.8390502929688,190.07412719726562,774.042236328125
2000-05-16,6318.39990234375,428.3854675292969,358.3536376953125,902.6622314453125,191.5591278076172,780.1370239257812
2000-05-17,6196.2001953125,426.4557189941406,356.5205993652344,889.0155639648438,192.549072265625,774.5111083984375
2000-05-18,6233.0,422.596435546875,363.8526306152344,895.8390502929688,192.549072265625,771.6981811523438
2000-05-19,6045.39990234375,414.5560607910156,360.6448059082031,887.0657348632812,192.05404663085938,771.6981811523438
2000-05-22,6035.5,421.9532775878906,371.6430358886719,920.2088012695312,192.549072265625,778.2616577148438
2000-05-23,6086.7998046875,427.0990295410156,378.2875061035156,944.578857421875,192.549072265625,754.8201293945312
2000-05-24,6118.60009765625,460.86810302734375,397.53424072265625,978.69677734375,191.5591278076172,775.9175415039062
2000-05-25,6231.10009765625,465.0491027832031,392.72259521484375,967.9739990234375,191.5591278076172,775.9175415039062
2000-05-26,6216.89990234375,467.62188720703125,392.26422119140625,1013.7890625,191.06410217285156,771.22900390625
2000-05-29,,467.62188720703125,392.26422119140625,1013.7890625,191.06410217285156,771.22900390625
2000-05-30,6359.60009765625,476.9485778808594,404.4080505371094,1010.8650512695312,190.56919860839844,767.009765625
2000-05-31,6359.39990234375,465.6922912597656,398.45068359375,990.394287109375,189.08409118652344,740.7547607421875
2000-06-01,6470.5,465.6922912597656,397.992431640625,976.7471313476562,189.08409118652344,754.8201293945312
2000-06-02,6626.39990234375,466.33544921875,390.8895263671875,971.8731079101562,190.56919860839844,757.1642456054688
2000-06-05,6546.7001953125,458.6167297363281,396.6177978515625,974.7971801757812,190.07412719726562,744.7156372070312
2000-06-06,6546.7998046875,477.5918884277344,401.8876037597656,988.4447631835938,189.08409118652344,738.1503295898438
2000-06-07,6503.7998046875,468.2651062011719,403.0332946777344,979.6715087890625,186.6092987060547,742.83984375
2000-06-08,6496.60009765625,458.6167297363281,403.7206726074219,968.9486083984375,189.08409118652344,753.1568603515625
2000-06-09,6443.7998046875,445.75244140625,400.7418518066406,984.5454711914062,189.08409118652344,750.3431396484375
2000-06-12,6430.89990234375,432.56634521484375,398.679931640625,984.5454711914062,189.08409118652344,745.6534423828125
2000-06-13,6447.10009765625,429.9935302734375,396.3885192871094,1004.0414428710938,189.08409118652344,726.8948974609375
2000-06-14,6536.2998046875,439.3200378417969,396.3885192871094,1015.7389526367188,189.08409118652344,726.8948974609375
2000-06-15,6490.7998046875,426.4557189941406,400.97113037109375,1019.63818359375,189.08409118652344,727.8328857421875
2000-06-16,6526.0,417.77227783203125,397.3050842285156,1037.1845703125,189.08409118652344,740.9638061523438
2000-06-19,6490.2001953125,412.94805908203125,386.0779113769531,1023.5374145507812,189.08409118652344,736.2745361328125
2000-06-20,6526.89990234375,409.0887145996094,384.9322509765625,999.16748046875,189.5791015625,740.9638061523438
2000-06-21,6477.7998046875,397.5108337402344,379.6623840332031,1005.9912719726562,189.5791015625,722.6743774414062
2000-06-22,6413.7998046875,390.11376953125,367.0603942871094,991.369140625,189.5791015625,742.83984375
2000-06-23,6391.5,387.5408935546875,358.58270263671875,994.293701171875,189.5791015625,757.3776245117188
2000-06-26,6405.2001953125,404.586181640625,367.97698974609375,982.5958251953125,189.08409118652344,736.2745361328125
2000-06-27,6375.2998046875,400.7268981933594,373.4759826660156,987.469970703125,189.08409118652344,714.7020263671875
2000-06-28,6313.5,402.0132751464844,370.268310546875,1009.890380859375,189.08409118652344,722.2055053710938
2000-06-29,6239.0,411.66168212890625,367.0603942871094,1018.6632080078125,189.08409118652344,712.8259887695312
2000-06-30,6312.7001953125,401.37017822265625,376.45458984375,1072.2774658203125,189.5791015625,740.9638061523438
2000-07-03,6470.39990234375,397.8323974609375,378.0585021972656,1049.856689453125,189.08409118652344,735.3362426757812
2000-07-04,6417.0,388.827392578125,364.310791015625,1047.9072265625,198.48886108398438,731.5847778320312
2000-07-05,6382.5,379.5006103515625,343.6896667480469,1048.8818359375,198.48886108398438,732.5225219726562
2000-07-06,6419.60009765625,378.8574523925781,337.96142578125,1027.4366455078125,198.48886108398438,738.61865234375
2000-07-07,6497.5,392.04339599609375,341.3982849121094,1027.4366455078125,200.96383666992188,737.212158203125
2000-07-10,6466.2001953125,375.64129638671875,339.565185546875,1066.428955078125,201.45880126953125,735.3362426757812
2000-07-11,6475.7998046875,370.817138671875,343.6896667480469,1080.0758056640625,201.45880126953125,736.2745361328125
2000-07-12,6518.5,374.9980773925781,348.04296875,1059.6051025390625,202.94371032714844,736.2745361328125
2000-07-13,6475.7001953125,392.04339599609375,348.04296875,1059.6051025390625,203.93370056152344,730.1776733398438
2000-07-14,6475.39990234375,401.048583984375,347.1263122558594,1067.4033203125,205.9136505126953,729.708984375
2000-07-17,6525.5,393.00830078125,353.31280517578125,1067.4033203125,205.9136505126953,731.5847778320312
2000-07-18,6450.5,389.7921142578125,347.1263122558594,1089.823974609375,203.4387969970703,729.708984375
2000-07-19,6465.5,386.5760498046875,348.27197265625,1061.554443359375,203.4387969970703,725.0191650390625
2000-07-20,6469.0,403.2997741699219,348.27197265625,1070.328125,202.44876098632812,725.0191650390625
2000-07-21,6378.39990234375,398.1539611816406,353.31280517578125,1057.6549072265625,208.883544921875,731.5847778320312
2000-07-24,6381.2998046875,390.11376953125,351.4798889160156,1058.63037109375,216.8032989501953,731.5847778320312
2000-07-25,6390.7001953125,398.1539611816406,348.04296875,1045.95751953125,218.78323364257812,726.8948974609375
2000-07-26,6387.10009765625,387.8624267578125,343.46038818359375,1019.63818359375,213.8334197998047,723.143310546875
2000-07-27,6352.10009765625,376.927734375,339.6799011230469,1019.63818359375,210.36849975585938,716.5777587890625
2000-07-28,6335.7001953125,385.932861328125,339.336181640625,1018.6632080078125,210.86351013183594,719.3914184570312
2000-07-31,6365.2998046875,383.35992431640625,345.9806823730469,1022.562255859375,210.86351013183594,725.9571533203125
2000-08-01,6379.39990234375,398.1539611816406,353.5419006347656,1040.1090087890625,210.86351013183594,735.3362426757812
2000-08-02,6391.2998046875,397.8323974609375,370.03900146484375,974.7971801757812,208.883544921875,731.5847778320312
2000-08-03,6317.10009765625,383.68157958984375,356.5205993652344,976.7471313476562,208.883544921875,735.8052368164062
2000-08-04,6363.5,388.50567626953125,355.8331604003906,981.6212158203125,205.9136505126953,728.3020629882812
2000-08-07,6387.7998046875,387.2788391113281,366.8312072753906,1024.51220703125,204.92364501953125,731.5847778320312
2000-08-08,6358.10009765625,395.96368408203125,381.26617431640625,1044.98291015625,204.4287109375,738.1503295898438
2000-08-09,6414.0,394.3553161621094,370.03900146484375,1070.328125,204.4287109375,737.212158203125
2000-08-10,6387.2998046875,385.6705322265625,362.2485656738281,1045.95751953125,204.4287109375,740.0258178710938
2000-08-11,6384.5,379.55902099609375,359.7283020019531,1011.8396606445312,204.4287109375,738.1503295898438
2000-08-14,6419.89990234375,375.6991271972656,358.1700744628906,1030.3609619140625,204.4287109375,742.370849609375
2000-08-15,6475.5,381.1673278808594,369.398681640625,1043.0333251953125,204.92364501953125,761.5982666015625
